big_orange,0.0,5.5435504,0,0,0,0
big_orange,0.0,-5.4564496,0,0,0,0
blue,-19.087235277818397,-5.58712873185376,0,0,0,0
yellow,-19.186416777818398,5.41242466814624,0,0,0,0
blue,-13.082793522859559,-5.504818420314261,0,0,0,0
yellow,-13.13648892285956,5.49505067968574,0,0,0,0
blue,-7.0881335864032,-5.466161875344,0,0,0,0
yellow,-7.1069072864031995,5.5338216246559995,0,0,0,0
blue,-1.099115846147,-5.459765352014951,0,0,0,0
yellow,-1.0936818461470001,5.54023354798505,0,0,0,0
blue,4.88852722498412,-5.4740271694751,0,0,0,0
yellow,4.90735702498412,5.5259563305249,0,0,0,0
blue,10.87914473705165,-5.49634225399969,0,0,0,0
yellow,10.90050123705165,5.50363684600031,0,0,0,0
blue,16.877019086204818,-5.51915424241186,0,0,0,0
yellow,16.890173986204818,5.480838057588141,0,0,0,0
blue,22.88090554195288,-5.5248842,0,0,0,0
yellow,22.88325734195288,5.4751158,0,0,0,0
blue,28.8873057567593,-5.5225401977429405,0,0,0,0
yellow,28.8809147567593,5.47745760225706,0,0,0,0
blue,34.89445484199995,-5.51172214588533,0,0,0,0
yellow,34.881370341999954,5.4882701541146695,0,0,0,0
blue,40.90059015657198,-5.494643253502329,0,0,0,0
yellow,40.88285595657198,5.505342446497671,0,0,0,0
blue,46.903954528520146,-5.4737033723555095,0,0,0,0
yellow,46.883610028520145,5.52627792764449,0,0,0,0
blue,52.87682484072595,-5.457108785503601,0,0,0,0
yellow,52.90785034072595,5.542847214496399,0,0,0,0
blue,58.435891262996414,-5.690572094085731,0,0,0,0
yellow,59.315967162996415,5.27416520591427,0,0,0,0
blue,63.217272080130314,-6.4518632275283805,0,0,0,0
yellow,66.32830638013031,4.09903537247162,0,0,0,0
blue,66.6770232241649,-8.197039730169239,0,0,0,0
yellow,73.53551772416489,0.40302206983075983,0,0,0,0
blue,68.6073157428147,-10.601506243318,0,0,0,0
yellow,78.8576734428147,-6.610244243317999,0,0,0,0
blue,68.65663327129224,-13.24740188901068,0,0,0,0
yellow,79.40040147129224,-15.60779178901068,0,0,0,0
blue,67.21062781962077,-16.31921633521096,0,0,0,0
yellow,75.75060871962077,-23.25237773521096,0,0,0,0
blue,63.648531990523296,-19.5924364822597,0,0,0,0
yellow,70.4788136905233,-28.2149217822597,0,0,0,0
blue,59.01459170254899,-23.04971519468542,0,0,0,0
yellow,65.54281340254899,-31.903093794685418,0,0,0,0
blue,53.915966105874546,-27.094967717026,0,0,0,0
yellow,61.20876040587455,-35.329963717026,0,0,0,0
blue,48.935669794912,-32.9641579724652,0,0,0,0
yellow,58.439141794912004,-38.503474172465204,0,0,0,0
