x,y,z,v_opt,s_opt
12.517026,-41.7655193,0,20,255.5693938
12.3397465,-41.672975,0,20,255.769375
12.1621182,-41.5811044,0,20,255.969355
11.9841512,-41.4899074,0,20,256.1693279
11.8058353,-41.3993721,0,20,256.3693109
11.6271891,-41.3095025,0,20,256.5692884
11.4482174,-41.2202956,0,20,256.7692603
11.2689059,-41.1317389,0,20,256.9692475
11.0892837,-41.0438413,0,20,257.1692228
10.9093487,-40.9565964,0,20,257.3691935
10.7290828,-40.8699904,0,20,257.5691845
10.5485251,-40.7840368,0,20,257.7691573
10.3676656,-40.6987259,0,20,257.9691275
10.1864844,-40.6140432,0,20,258.169122
10.0050298,-40.5300065,0,20,258.3690918
9.8232832,-40.4466022,0,20,258.5690621
9.6412238,-40.3638161,0,20,258.76906
9.4589094,-40.2816697,0,20,258.9690264
9.2763115,-40.2001454,0,20,259.1689969
9.0934094,-40.1192295,0,20,259.3689983
8.9102702,-40.0389472,0,20,259.5689614
8.726856,-39.959277,0,20,259.7689316
8.5431449,-39.8802054,0,20,259.9689369
8.3592142,-39.801761,0,20,260.1688969
8.1750179,-39.7239196,0,20,260.3688658
7.9905298,-39.6466663,0,20,260.5688756
7.8058393,-39.5700338,0,20,260.7688334
7.6208948,-39.4939964,0,20,260.9687988
7.4356604,-39.4185352,0,20,261.1688143
7.2502398,-39.3436883,0,20,261.3687714
7.0645811,-39.26943,0,20,261.56873
6.8786295,-39.1957346,0,20,261.7687525
6.6925073,-39.1226462,0,20,261.968711
6.5061689,-39.0501423,0,20,262.168658
6.3195276,-38.9781852,0,20,262.36869
6.1327307,-38.9068275,0,20,262.5686525
5.9457478,-38.8360527,0,20,262.7685817
5.7584434,-38.7658055,0,20,262.9686257
5.5709974,-38.6961493,0,20,263.1685957
5.3834063,-38.6270776,0,20,263.368499
5.195464,-38.5585105,0,20,263.5685584
5.0073934,-38.4905249,0,20,263.7685398
4.8192045,-38.4231193,0,20,263.9684363
4.630676,-38.3562099,0,20,264.1684859
4.4420043,-38.2898621,0,20,264.3684835
4.253226,-38.2240833,0,20,264.5683937
4.0641658,-38.1588075,0,20,264.7684055
3.8749161,-38.0940621,0,20,264.968424
3.6855703,-38.0298734,0,20,265.168354
3.4960204,-37.9661993,0,20,265.3683129
3.3062151,-37.9030178,0,20,265.5683578
3.1163236,-37.8403795,0,20,265.7683136
2.9263273,-37.778272,0,20,265.9682034
2.7359889,-37.7166125,0,20,266.1682799
2.5455735,-37.6554813,0,20,266.3682676
2.3550868,-37.5948734,0,20,266.5681638
2.1643269,-37.5347183,0,20,266.7681837
1.9734097,-37.4750468,0,20,266.9682089
1.7824288,-37.4158812,0,20,267.1681445
1.5913195,-37.3571943,0,20,267.3680618
1.3999235,-37.2989309,0,20,267.5681294
1.2084709,-37.2411543,0,20,267.76811
1.0169647,-37.1838574,0,20,267.9680039
0.8252078,-37.1269739,0,20,268.16802
0.6333074,-37.0705283,0,20,268.3680497
0.4413595,-37.0145408,0,20,268.5679962
0.2493562,-36.9590006,0,20,268.7678711
0.0570331,-36.9038234,0,20,268.9679528
-0.1353313,-36.8490811,0,20,269.1679547
-0.3277368,-36.7947647,0,20,269.3678801
-0.520258,-36.7408442,0,20,269.5678097
-0.7130119,-36.6872785,0,20,269.767868
-0.905801,-36.6341135,0,20,269.9678534
-1.0986269,-36.5813394,0,20,270.1677707
-1.2915903,-36.5289192,0,20,270.3677276
-1.484734,-36.4768326,0,20,270.5677714
-1.6779088,-36.4251104,0,20,270.7677506
-1.8711174,-36.3737422,0,20,270.9676712
-2.0644499,-36.3226948,0,20,271.1676294
-2.2579433,-36.2719492,0,20,271.3676665
-2.4514623,-36.2215323,0,20,271.5676451
-2.6450178,-36.1714311,0,20,271.7675798
-2.8386562,-36.1216246,0,20,271.9675211
-3.0324513,-36.0720886,0,20,272.1675469
-3.2262308,-36.0228504,0,20,272.3674842
-3.4200767,-35.9738731,0,20,272.5674217
-3.6140315,-35.9251441,0,20,272.7674041
-3.8080429,-35.8766927,0,20,272.967374
-4.0021296,-35.8285326,0,20,273.1673466
-4.1962958,-35.7806803,0,20,273.3673225
-4.3905512,-35.7331505,0,20,273.5673081
-4.584875,-35.6859659,0,20,273.7672784
-4.7792834,-35.6391403,0,20,273.9672466
-4.9737898,-35.5926879,0,20,274.167223
-5.1683997,-35.5466252,0,20,274.36721
-5.3630952,-35.500974,0,20,274.5671859
-5.5578785,-35.4557514,0,20,274.7671499
-5.7527744,-35.4109693,0,20,274.9671246
-5.9477876,-35.366644,0,20,275.1671118
-6.1429054,-35.3227962,0,19.9619506,275.3670957
-6.3381099,-35.2794471,0,19.8910327,275.5670556
-6.5334393,-35.2366056,0,19.8211865,275.767028
-6.7288972,-35.1942883,0,19.7523817,275.9670144
-6.9244778,-35.1525135,0,19.6845587,276.1670066
-7.1201418,-35.1113056,0,19.6174612,276.3669628
-7.3159394,-35.0706682,0,19.5510229,276.5669331
-7.5118725,-35.0306141,0,19.4852065,276.7669184
-7.7079408,-34.9911566,0,19.4199979,276.9669175
-7.9040863,-34.9523197,0,19.3553812,277.1668709
-8.1003693,-34.9141041,0,19.2913415,277.3668396
-8.2967904,-34.8765223,0,19.2278644,277.5668237
-8.4933501,-34.8395868,0,19.1649357,277.7668235
-8.6899897,-34.8033209,0,19.1025378,277.9667794
-8.8867638,-34.7677264,0,19.0406561,278.1667469
-9.0836763,-34.7328149,0,18.9792757,278.3667303
-9.2807266,-34.6985986,0,18.9183825,278.5667292
-9.477859,-34.6650988,0,18.8579585,278.7666878
-9.6751212,-34.632319,0,18.7979887,278.966655
-9.8725193,-34.6002698,0,18.7384588,279.1666379
-10.070052,-34.5689633,0,18.6793545,279.3666361
-10.2676653,-34.538419,0,18.6206577,279.566596
-10.4654033,-34.5086412,0,18.5623537,279.7665636
-10.6632722,-34.4796402,0,18.5044282,279.9665465
-10.8612696,-34.4514276,0,18.4468677,280.1665438
-11.0593428,-34.4240216,0,18.3896536,280.366504
-11.2575351,-34.3974266,0,18.3327715,280.5664727
-11.4558504,-34.3716531,0,18.2762079,280.7664557
-11.6542857,-34.346712,0,18.2199494,280.9664523
-11.8527886,-34.3226201,0,18.1639772,281.1664119
-12.0514039,-34.2993821,0,18.1082776,281.366382
-12.250132,-34.2770084,0,18.0528375,281.5663656
-12.4489686,-34.2555095,0,17.9976437,281.7663611
-12.6478624,-34.2349009,0,17.9426773,281.9663197
-12.8468603,-34.2151872,0,17.8879254,282.1662917
-13.0459579,-34.1963789,0,17.833375,282.3662757
-13.2451461,-34.1784866,0,17.7790129,282.5662659
-13.4443872,-34.1615229,0,17.7248208,282.7662278
-13.6437176,-34.145494,0,17.6707859,282.9662017
-13.8431323,-34.1304099,0,17.6168959,283.166186
-14.0426174,-34.1162809,0,17.563137,283.3661709
-14.242149,-34.1031176,0,17.5094914,283.5661362
-14.4417527,-34.0909272,0,17.455947,283.7661118
-14.6414228,-34.0797193,0,17.4024914,283.9660962
-14.841142,-34.0695035,0,17.34911,284.1660765
-15.0408981,-34.0602892,0,17.2957863,284.366045
-15.2407067,-34.0520843,0,17.242508,284.566022
-15.4405617,-34.0448976,0,17.1892631,284.7660062
-15.6404434,-34.0387383,0,17.1360358,284.9659828
-15.8403491,-34.0336149,0,17.0828106,285.1659541
-16.0402856,-34.0295354,0,17.0295754,285.3659322
-16.240246,-34.0265084,0,16.976318,285.5659155
-16.4402105,-34.0245421,0,16.9230215,285.7658897
-16.6401822,-34.0236447,0,16.8696717,285.9658634
-16.8401608,-34.0238241,0,16.8162559,286.1658421
-17.040139,-34.0250884,0,16.7627616,286.3658243
-17.2400982,-34.0274451,0,16.709173,286.5657974
-17.4400439,-34.0309022,0,16.6554713,286.765773
-17.6399703,-34.0354672,0,16.6016492,286.9657515
-17.8398699,-34.0411477,0,16.5477043,287.1657318
-18.0397281,-34.0479509,0,16.4935829,287.3657057
-18.2395476,-34.0558842,0,16.4392826,287.5656827
-18.4393162,-34.0649544,0,16.3849305,287.7656571
-18.6390343,-34.0751709,0,16.3308205,287.9656363
-18.8386736,-34.0865446,0,16.2770138,288.1655993
-19.0382526,-34.0990897,0,16.2233341,288.3655722
-19.2377667,-34.1128177,0,16.169699,288.5655581
-19.4371888,-34.1277373,0,16.1162019,288.7655375
-19.6365028,-34.1438587,0,16.0628025,288.9655024
-19.8357263,-34.1611948,0,16.0095015,289.1654788
-20.0348512,-34.1797565,0,15.9563033,289.3654669
-20.2338418,-34.199552,0,15.9032041,289.5654397
-20.4326986,-34.220593,0,15.8502046,289.7654066
-20.6314305,-34.2428921,0,15.7973028,289.9653856
-20.8300287,-34.2664606,0,15.7444968,290.1653774
-21.028444,-34.2913044,0,15.6917877,290.365342
-21.2266984,-34.3174381,0,15.6391743,290.5653115
-21.4247899,-34.344874,0,15.5866548,290.7652939
-21.6227041,-34.3736224,0,15.5342279,290.9652852
-21.8203905,-34.4036882,0,15.4818952,291.1652448
-22.0178825,-34.435089,0,15.4296549,291.3652176
-22.2151693,-34.4678357,0,15.3775059,291.5652036
-22.4122222,-34.5019366,0,15.3254479,291.7651854
-22.6090154,-34.5373998,0,15.2734816,291.9651484
-22.8055688,-34.5742419,0,15.2216061,292.1651249
-23.0018703,-34.612474,0,15.1698203,292.3651148
-23.1978761,-34.6521008,0,15.1181253,292.5650862
-23.3935875,-34.6931357,0,15.0665213,292.7650532
-23.5890089,-34.7355933,0,15.0150078,292.9650337
-23.7841269,-34.7794847,0,14.9635843,293.1650274
-23.9788828,-34.8248103,0,14.912253,293.364988
-24.1733053,-34.8715906,0,14.8610138,293.5649593
-24.3673829,-34.9198371,0,14.8098667,293.7649439
-24.5610882,-34.9695576,0,14.7588126,293.9649286
-24.754385,-35.0207569,0,14.7078534,294.1648911
-24.9472924,-35.0734548,0,14.6569896,294.364867
-25.1397943,-35.127662,0,14.6062219,294.5648555
-25.3318478,-35.1833813,0,14.5555524,294.7648284
-25.5234464,-35.2406259,0,14.5049828,294.9647959
-25.7145911,-35.2994115,0,14.4545142,295.164776
-25.9052645,-35.3597487,0,14.4041481,295.3647683
-26.0954085,-35.4216348,0,14.3538878,295.5647298
-26.285045,-35.4850925,0,14.303735,295.764702
-26.4741573,-35.5501329,0,14.2536915,295.9646863
-26.6627133,-35.6167615,0,14.2037601,296.1646682
-26.8506806,-35.6849833,0,14.1539442,296.364633
-27.0380674,-35.7548181,0,14.104246,296.5646097
-27.2248535,-35.8262759,0,14.0546682,296.7645979
-27.4109915,-35.899356,0,14.0052148,296.964568
-27.5964775,-35.9740742,0,13.9558893,297.1645377
-27.7813017,-36.0504446,0,13.9066946,297.3645188
-27.9654383,-36.1284752,0,13.8576344,297.5645064
-28.1488372,-36.2081628,0,13.8087135,297.7644696
-28.331509,-36.2895308,0,13.7599357,297.9644439
-28.5134307,-36.3725883,0,13.7113046,298.1644291
-28.694561,-36.4573358,0,13.6628252,298.3644049
-28.8748778,-36.5437825,0,13.6145025,298.5643728
-29.0543739,-36.631945,0,13.5663406,298.7643515
-29.2330244,-36.7218317,0,13.518344,298.9643406
-29.4107731,-36.8134348,0,13.4705191,299.1643049
-29.587624,-36.9067771,0,13.4228705,299.3642774
-29.7635528,-37.0018676,0,13.3754031,299.5642603
-29.9385212,-37.0987073,0,13.3281226,299.76424
-30.1124935,-37.1972984,0,13.2810352,299.9642064
-30.2854629,-37.2976594,0,13.234146,300.1641832
-30.4574015,-37.3997974,0,13.1874602,300.3641709
-30.6282541,-37.5037029,0,13.1409849,300.5641383
-30.7980119,-37.6093937,0,13.0947257,300.7641089
-30.9666518,-37.7168799,0,13.048688,300.9640907
-31.1341349,-37.8261614,0,13.0028777,301.1640733
-31.3004145,-37.9372324,0,12.9573019,301.3640374
-31.465484,-38.0501139,0,12.9119659,301.5640129
-31.6293123,-38.1648108,0,12.8668748,301.7640006
-31.7918412,-38.2813086,0,12.8220358,301.963969
-31.9530536,-38.3996215,0,12.7774547,302.1639375
-32.1129264,-38.51976,0,12.7331362,302.3639189
-32.2714183,-38.6417213,0,12.6890836,302.5639045
-32.4284719,-38.7654889,0,12.6453114,302.7638651
-32.5840819,-38.8910873,0,12.6018106,302.9638387
-32.7382156,-39.01852,0,12.5585712,303.1638294
-32.8908067,-39.1477617,0,12.5157396,303.3637981
-33.0418253,-39.2788183,0,12.4729445,303.5637542
-33.1912813,-39.4117248,0,12.4305264,303.7637573
-33.3390852,-39.5464396,0,12.3905035,303.9637425
-33.4852561,-39.6830479,0,12.3509454,304.1638119
-33.6296517,-39.8214598,0,12.3112665,304.3638317
-33.7721803,-39.961598,0,12.2712467,304.5637145
-33.9130241,-40.1036331,0,12.2295723,304.7637418
-34.0520726,-40.2474588,0,12.1867995,304.9637926
-34.189214,-40.3929571,0,12.1427882,305.1637364
-34.3244365,-40.5401095,0,12.0974846,305.3635837
-34.4579733,-40.6891756,0,12.0509222,305.5637156
-34.589539,-40.8398427,0,12.0030086,305.7637409
-34.7191012,-40.9920683,0,11.9537402,305.9636384
-34.8467245,-41.1459265,0,11.9031127,306.1635385
-34.9725321,-41.3015756,0,11.8510948,306.3636739
-35.0962761,-41.4587151,0,11.7976234,306.5636874
-35.2179289,-41.6173056,0,11.7426839,306.7635633
-35.3375575,-41.7774348,0,11.6862571,306.9634441
-35.4552999,-41.9393008,0,11.6283011,307.1636038
-35.5708951,-42.1025553,0,11.5687418,307.3636395
-35.6843212,-42.2671645,0,11.5075453,307.5635436
-35.7955587,-42.4330973,0,11.44467,307.7633122
-35.9048667,-42.6007547,0,11.3800653,307.9634552
-36.0119932,-42.7697686,0,11.3136336,308.1635597
-36.1168801,-42.9400489,0,11.2453076,308.3635513
-36.2195125,-43.1115702,0,11.1750157,308.5634336
-36.3198783,-43.2843108,0,11.1026751,308.763215
-36.4181556,-43.458592,0,11.0281918,308.9632959
-36.5141907,-43.634161,0,10.9514549,309.1634139
-36.607908,-43.8108842,0,10.8723652,309.363449
-36.6992967,-43.9887415,0,10.7908211,309.5634118
-36.7883468,-44.1677151,0,10.7067203,309.7633154
-36.8750486,-44.3477887,0,10.6199606,309.9631746
-36.9593916,-44.5289474,0,10.5304437,310.1630051
-37.041464,-44.7114039,0,10.4381262,310.3630707
-37.1211445,-44.8949168,0,10.3428734,310.5631356
-37.1983902,-45.0794172,0,10.2450466,310.7631539
-37.2731934,-45.2649064,0,10.1439094,310.9631583
-37.3454932,-45.4513235,0,10.0412258,311.1631048
-37.4152641,-45.6385956,0,9.934787,311.3629517
-37.4825841,-45.8268192,0,9.8221599,311.562852
-37.5474125,-46.0160186,0,9.7110948,311.7628498
-37.6095716,-46.2061076,0,9.6024658,311.9628438
-37.6689138,-46.3970836,0,9.4956357,312.1628271
-37.7253028,-46.5889504,0,9.3906056,312.3628086
-37.7785968,-46.7816929,0,9.2870983,312.5627834
-37.8286569,-46.9752961,0,9.1849815,312.7627539
-37.8753434,-47.1697369,0,9.0841081,312.962721
-37.9185163,-47.364987,0,8.9843723,313.1626873
-37.9580344,-47.5610115,0,8.8856951,313.3626555
-37.9937548,-47.757769,0,8.7880326,313.5626291
-38.0255316,-47.9552109,0,8.6913806,313.7626118
-38.0532157,-48.1532803,0,8.5957823,313.9626066
-38.0766535,-48.3519109,0,8.5013392,314.1626152
-38.095686,-48.5510258,0,8.4082256,314.3626376
-38.1101477,-48.7505353,0,8.3167085,314.5626706
-38.1198651,-48.950335,0,8.2271748,314.7627064
-38.1246554,-49.1503033,0,8.1401679,314.9627321
-38.1243248,-49.3502991,0,8.0564367,315.1627282
-38.1186654,-49.5501595,0,7.9770007,315.3626687
-38.1074522,-49.7496972,0,7.9032401,315.5625212
-38.0904378,-49.9486988,0,7.836994,315.7622488
-38.0672585,-50.147577,0,7.7810482,315.9624733
-38.0376319,-50.3454504,0,7.7388251,316.1625523
-38.0011874,-50.5419556,0,7.7150979,316.3624085
-37.957459,-50.736858,0,7.7141724,316.5621561
-37.9060029,-50.9299351,0,7.7132468,316.7619723
-37.8470732,-51.1207538,0,7.7184436,316.9616833
-37.7811835,-51.309906,0,7.7533762,317.1619831
-37.7094229,-51.4962771,0,7.8114923,317.3616923
-37.6321273,-51.6806054,0,7.8868298,317.5615711
-37.5498098,-51.8629025,0,7.976205,317.7615921
-37.4629386,-52.0431741,0,8.0770417,317.9617032
-37.3719385,-52.2214467,0,8.1875193,318.1618585
-37.2773532,-52.3974866,0,8.3063706,318.3616995
-37.1793575,-52.5717163,0,8.4320217,318.5615973
-37.0782781,-52.744222,0,8.5557983,318.7615355
-36.9744083,-52.9151177,0,8.6777804,318.9615211
-36.8681068,-53.0844301,0,8.7980428,319.1614379
-36.7595992,-53.2521852,0,8.916655,319.3612269
-36.6487397,-53.4185451,0,9.0336821,319.5611405
-36.5356007,-53.5834566,0,9.1491849,319.7611311
-36.4203488,-53.7468683,0,9.2632204,319.9610971
-36.3030592,-53.9088275,0,9.3758422,320.1610662
-36.1838221,-54.0693652,0,9.4871005,320.3610408
-36.062717,-54.2285229,0,9.5970429,320.5610348
-35.9398216,-54.3863438,0,9.7057141,320.7610616
-35.8152108,-54.542873,0,9.8131562,320.9611347
-35.6889586,-54.6981562,0,9.9194093,321.1612659
-35.5611382,-54.8522386,0,10.0245112,321.3614644
-35.4321597,-55.0047702,0,10.1284977,321.5612176
-35.3017679,-55.1561937,0,10.2314028,321.7610452
-35.1700205,-55.3065679,0,10.3332588,321.9609697
-35.0369842,-55.4559409,0,10.4340965,322.160997
-34.9027359,-55.6043497,0,10.5339451,322.3611165
-34.7673478,-55.75182,0,10.6328324,322.5613099
-34.6312402,-55.8979681,0,10.7307852,322.7610211
-34.4940375,-56.0432521,0,10.8278286,322.9608511
-34.3557433,-56.1877207,0,10.923987,323.1608422
-34.2163702,-56.3314114,0,11.0192836,323.3610218
-34.0761923,-56.4740906,0,11.1137405,323.5610398
-33.9353376,-56.6156831,0,11.207379,323.7607608
-33.7934664,-56.7565779,0,11.3002193,323.9607078
-33.6505851,-56.896808,0,11.3922811,324.1609066
-33.5070382,-57.0360793,0,11.483583,324.3609121
-33.3629155,-57.174354,0,11.5741431,324.56064
-33.2178311,-57.3120456,0,11.6639786,324.7606612
-33.0717995,-57.4491766,0,11.7531062,324.9609862
-32.9255389,-57.5851188,0,11.8415417,325.1606671
-32.778453,-57.7204731,0,11.9293008,325.3605547
-32.63047,-57.8553424,0,12.016398,325.5607763
-32.4820874,-57.9893144,0,12.1028479,325.760691
-32.3331796,-58.1225481,0,12.188664,325.9605028
-32.183428,-58.2553671,0,12.2738598,326.1606688
-32.0332436,-58.3874464,0,12.3584481,326.3606695
-31.8826801,-58.5187822,0,12.4424412,326.5604656
-31.7313342,-58.6497656,0,12.5258511,326.7606211
-31.5796303,-58.7800674,0,12.6086895,326.9606027
-31.4275731,-58.9097261,0,12.6909675,327.1604346
-31.274805,-59.0390842,0,12.7726959,327.3606135
-31.1218249,-59.1677579,0,12.8538853,327.5605131
-30.9684379,-59.2959515,0,12.9345457,327.760416
-30.8144228,-59.4238864,0,13.0146871,327.9606358
-30.6603719,-59.5511091,0,13.0943189,328.1604289
-30.5058255,-59.6780382,0,13.1734505,328.3604179
-30.3508172,-59.8046815,0,13.2520907,328.5605831
-30.1957947,-59.9307112,0,13.3302483,328.7603716
-30.0402672,-60.0565636,0,13.4079317,328.9604407
-29.8845262,-60.1820383,0,13.4851492,329.1604386
-29.728603,-60.3071469,0,13.5619086,329.3603491
-29.5722816,-60.4320981,0,13.6382177,329.560472
-29.4159359,-60.5566287,0,13.7140841,329.7603516
-29.2592986,-60.6809876,0,13.789515,329.9603525
-29.1024429,-60.805151,0,13.8645176,330.1604032
-28.9455344,-60.929023,0,13.9390988,330.3603145
-28.7883769,-61.0527934,0,14.0132653,330.5603585
-28.6311582,-61.1763485,0,14.0870237,330.7603175
-28.4738066,-61.299779,0,14.1603803,330.960304
-28.3163343,-61.4231095,0,14.2333414,331.1603238
-28.1588326,-61.5463036,0,14.305913,331.3602828
-28.0012398,-61.6694445,0,14.378101,331.5602807
-27.8436179,-61.7925187,0,14.4499113,331.7602605
-27.685956,-61.9155693,0,14.5213493,331.9602573
-27.5283135,-62.038584,0,14.5924205,332.1602167
-27.3706324,-62.1616426,0,14.6631304,332.3602336
-27.2130019,-62.2847098,0,14.733484,332.5602159
-27.0554254,-62.4078169,0,14.8034866,332.7601802
-26.8978524,-62.531038,0,14.873143,332.9602119
-26.7404425,-62.6542821,0,14.9424581,333.1601293
-26.5830224,-62.7777194,0,15.0114366,333.360174
-26.4257499,-62.9012606,0,15.0800831,333.5601666
-26.2686712,-63.0249034,0,15.1484022,333.7600698
-26.1115829,-63.1488428,0,15.2163983,333.960164
-25.9547945,-63.272869,0,15.2840757,334.1600767
-25.7981051,-63.3971755,0,15.3514386,334.3600859
-25.6415808,-63.521745,0,15.4184912,334.5601295
-25.4854534,-63.6464276,0,15.3539716,334.7599332
-25.3292746,-63.7716167,0,15.2248368,334.9600934
-25.1734913,-63.89699,0,15.0962174,335.1600607
-25.0180511,-64.0226243,0,14.9680779,335.3599247
-24.8626655,-64.1487892,0,14.8403556,335.5600803
-24.7077931,-64.2751486,0,14.7130267,335.7599607
-24.5531607,-64.4019608,0,14.5860408,335.9599419
-24.3987713,-64.5292612,0,14.4593466,336.1600456
-24.2449733,-64.6567985,0,14.3329198,336.3598445
-24.0913248,-64.7849761,0,14.2066967,336.5599379
-23.9380993,-64.9136053,0,14.0806354,336.7599967
-23.7855346,-65.0425221,0,13.9547088,336.9597353
-23.633074,-65.1722361,0,13.8288457,337.1599101
-23.4811785,-65.3023959,0,13.7030087,337.3599447
-23.3300053,-65.4329028,0,13.577167,337.5596579
-23.1789665,-65.5643055,0,13.4512498,337.7598563
-23.0285702,-65.6962047,0,13.3252196,337.9598974
-22.8789521,-65.828519,0,13.1990422,338.1596289
-22.7295993,-65.9617442,0,13.0726579,338.3597668
-22.5808812,-66.0955966,0,12.9460243,338.5598507
-22.4329951,-66.2299389,0,12.819109,338.7596459
-22.2856202,-66.365106,0,12.6918814,338.9596197
-22.1387783,-66.5011273,0,12.5642671,339.1597805
-21.9928248,-66.6377193,0,12.4362835,339.35968
-21.8477426,-66.7749423,0,12.3080021,339.5593772
-21.7030049,-66.9133501,0,12.179034,339.7596413
-21.5592207,-67.0524127,0,12.0498241,339.9596721
-21.4163985,-67.192176,0,11.9209257,340.1595019
-21.274398,-67.3328521,0,11.7932348,340.3593867
-21.1330721,-67.474687,0,11.665983,340.5596119
-20.9928495,-67.6173392,0,11.5389152,340.759642
-20.8537879,-67.7608254,0,11.4119003,340.9594579
-20.7157885,-67.9053258,0,11.2850071,341.1592683
-20.5785856,-68.0512119,0,11.1580193,341.3595366
-20.442667,-68.1980567,0,11.0308712,341.5596298
-20.3080826,-68.3458887,0,10.9034803,341.7595479
-20.1748783,-68.4947411,0,10.775733,341.9592988
-20.0429116,-68.6448641,0,10.6474759,342.1591791
-19.9120898,-68.7964659,0,10.5185113,342.3594226
-19.7827908,-68.949208,0,10.3886841,342.5595435
-19.6550599,-69.1031272,0,10.2577982,342.7595592
-19.5289399,-69.2582631,0,10.1256818,342.9594927
-19.404475,-69.4146552,0,9.9920693,343.1593677
-19.2817038,-69.572348,0,9.8566461,343.3592171
-19.1606819,-69.7313716,0,9.720317,343.559054
-19.0414497,-69.8917673,0,9.5821969,343.7589117
-18.9239627,-70.0535423,0,9.435435,343.9588476
-18.8082601,-70.2166889,0,9.2887708,344.1588574
-18.6945369,-70.3811841,0,9.1425933,344.3588364
-18.5829367,-70.5470787,0,8.9971292,344.5587755
-18.4735274,-70.7145387,0,8.8519275,344.7588086
-18.3664714,-70.883595,0,8.7067144,344.9589111
-18.2619466,-71.054252,0,8.5612095,345.1590342
-18.1601264,-71.2265204,0,8.4152001,345.3591436
-18.0612001,-71.4003868,0,8.2685927,345.5591834
-17.9653649,-71.5758288,0,8.121848,345.7590941
-17.8728569,-71.7527815,0,7.9742835,345.9587688
-17.7836042,-71.9318314,0,7.8314549,346.1588311
-17.6982204,-72.1123874,0,7.6973642,346.358558
-17.6170082,-72.2948915,0,7.5910739,346.5583158
-17.5407434,-72.4798522,0,7.5144508,346.7583827
-17.4705945,-72.6669339,0,7.4662271,346.9581837
-17.4072913,-72.8566175,0,7.4437776,347.1581516
-17.3516624,-73.0488039,0,7.4428846,347.3582271
-17.3043428,-73.2431913,0,7.4419915,347.5582911
-17.2654375,-73.4392223,0,7.4437145,347.7581455
-17.2347028,-73.6367799,0,7.4557025,347.9580795
-17.2119705,-73.8354699,0,7.4754231,348.1580657
-17.1970883,-74.0349304,0,7.5008417,348.3580806
-17.1899181,-74.2348264,0,7.5303083,348.5581052
-17.1903338,-74.4348212,0,7.5624716,348.7581004
-17.1982188,-74.6346196,0,7.5962507,348.9580544
-17.2134744,-74.8340162,0,7.6308059,349.1580337
-17.236006,-75.0327347,0,7.6654908,349.3580255
-17.2656918,-75.2305111,0,7.7009828,349.5580174
-17.3023752,-75.4270965,0,7.7383331,349.7579961
-17.3458968,-75.622254,0,7.7771252,349.9579475
-17.3961125,-75.8157915,0,7.8167434,350.1578935
-17.4529141,-76.0076092,0,7.8567029,350.3579446
-17.5161377,-76.1973932,0,7.8966393,350.5579826
-17.5856414,-76.3849218,0,7.9361874,350.7579769
-17.6612907,-76.5700003,0,7.9749171,350.9579191
-17.7429159,-76.7524021,0,8.0130366,351.1577517
-17.8303267,-76.932086,0,8.0550861,351.357569
-17.9232596,-77.1089822,0,8.1036568,351.5573909
-18.0215847,-77.2831157,0,8.1531766,351.7573667
-18.1250478,-77.4543053,0,8.2049223,351.9573929
-18.2334708,-77.6224901,0,8.2586596,352.1574971
-18.3465456,-77.7873781,0,8.3128697,352.357432
-18.4641575,-77.9489702,0,8.367036,352.5572933
-18.5862151,-78.1072918,0,8.4215689,352.7572028
-18.7125588,-78.2622601,0,8.4760914,352.9571475
-18.8430389,-78.4137937,0,8.5301293,353.1571162
-18.9775143,-78.5618128,0,8.5833299,353.3570995
-19.1158507,-78.70624,0,8.6354316,353.5570899
-19.2579194,-78.847001,0,8.6862412,353.7570828
-19.4035814,-78.984039,0,8.7364018,353.9570749
-19.5526527,-79.1173575,0,8.7894403,354.1570651
-19.7049217,-79.2470083,0,8.8474218,354.3570531
-19.8601849,-79.3730554,0,8.9101495,354.5570394
-20.0182525,-79.495566,0,8.9771166,354.7570249
-20.1789465,-79.6146109,0,9.0479243,354.9570105
-20.3420998,-79.7302642,0,9.1222652,355.1569973
-20.5075544,-79.8426034,0,9.1999108,355.3569856
-20.6751607,-79.9517101,0,9.2807004,355.5569759
-20.8447764,-80.0576692,0,9.3645357,355.756968
-21.0162667,-80.1605706,0,9.4513682,355.956962
-21.1895007,-80.2605074,0,9.5412137,356.1569555
-21.3643579,-80.3575801,0,9.6340988,356.3569508
-21.5407195,-80.4518928,0,9.7301674,356.5569466
-21.7184363,-80.5435382,0,9.8295693,356.7569019
-21.8974187,-80.6326265,0,9.9317439,356.9568305
-22.0776439,-80.7192666,0,10.0353566,357.1567996
-22.2590234,-80.8035202,0,10.1392293,357.3567925
-22.4414662,-80.8854536,0,10.242024,357.5567887
-22.6249182,-80.9651365,0,10.3437729,357.7567987
-22.809252,-81.0426029,0,10.4445066,357.9567487
-22.9944516,-81.117928,0,10.5442541,358.1566805
-23.1804857,-81.1911734,0,10.6430433,358.3566145
-23.367311,-81.2623906,0,10.7409004,358.5565534
-23.5548885,-81.3316278,0,10.8378509,358.7565012
-23.7431822,-81.3989305,0,10.9339188,358.9564616
-23.9321592,-81.4643417,0,11.0291272,359.1564389
-24.1217888,-81.5279022,0,11.1234982,359.3564372
-24.3120429,-81.5896507,0,11.2170529,359.556461
-24.5028951,-81.6496245,0,11.3098115,359.7565145
-24.694215,-81.7078274,0,11.4017935,359.9564917
