# x_ref_m, y_ref_m, width_right_m, width_left_m, x_normvec_m, y_normvec_m, alpha_m, s_racetraj_m, psi_racetraj_rad, kappa_racetraj_radpm, vx_racetraj_mps, ax_racetraj_mps2
-19.1372187, -0.0438034, 4.9564496, 5.0435504, 0.0090165, -0.9999594, 2.3501774, 0.0000000, -1.1910824, -0.0153365, 12.6214692, 5.2044191
-18.8354078, -0.0411166, 4.9587774, 5.0412226, 0.0087872, -0.9999614, 2.2338203, 0.3229847, -1.1963155, -0.0117696, 12.7853200, 5.2019214
-18.5336457, -0.0384992, 4.9613492, 5.0386508, 0.0085603, -0.9999634, 2.1187665, 0.6454856, -1.1987297, -0.0123739, 12.8664338, 5.2006729
-18.2319319, -0.0359503, 4.9639211, 5.0360789, 0.0083357, -0.9999653, 2.0050079, 0.9675099, -1.2036729, -0.0122187, 13.0270888, 5.1981770
-17.9302657, -0.0334692, 4.9664546, 5.0335454, 0.0081135, -0.9999671, 1.8925365, 1.2890646, -1.2061196, -0.0122451, 13.1066493, 5.1969294
-17.6286468, -0.0310551, 4.9688021, 5.0311979, 0.0078936, -0.9999688, 1.7813445, 1.6101567, -1.2110137, -0.0122091, 13.2642824, 5.1944353
-17.3270744, -0.0287074, 4.9711496, 5.0288504, 0.0076761, -0.9999705, 1.6714238, 1.9307932, -1.2158908, -0.0121748, 13.4199897, 5.1919423
-17.0255481, -0.0264253, 4.9734971, 5.0265029, 0.0074610, -0.9999722, 1.5627665, 2.2509809, -1.2183236, -0.0121542, 13.4971420, 5.1906963
-16.7240674, -0.0242080, 4.9757303, 5.0242697, 0.0072483, -0.9999737, 1.4553649, 2.5707266, -1.2231769, -0.0121138, 13.6500838, 5.1882051
-16.4226316, -0.0220549, 4.9778226, 5.0221774, 0.0070379, -0.9999752, 1.3492109, 2.8900371, -1.2255978, -0.0120929, 13.7258884, 5.1869600
-16.1212403, -0.0199650, 4.9799148, 5.0200852, 0.0068299, -0.9999767, 1.2442968, 3.2089189, -1.2304259, -0.0120503, 13.8762015, 5.1844706
-15.8198929, -0.0179379, 4.9820070, 5.0179930, 0.0066243, -0.9999781, 1.1406148, 3.5273789, -1.2352375, -0.0120063, 14.0248327, 5.1819824
-15.5185889, -0.0159726, 4.9839399, 5.0160601, 0.0064211, -0.9999794, 1.0381570, 3.8454234, -1.2376363, -0.0119837, 14.0985343, 5.1807388
-15.2173277, -0.0140684, 4.9858121, 5.0141879, 0.0062203, -0.9999807, 0.9369157, 4.1630590, -1.2424205, -0.0119376, 14.2447411, 5.1782524
-14.9161088, -0.0122247, 4.9876843, 5.0123157, 0.0060218, -0.9999819, 0.8368832, 4.4802921, -1.2448058, -0.0119141, 14.3172586, 5.1770097
-14.6149317, -0.0104406, 4.9895565, 5.0104435, 0.0058258, -0.9999830, 0.7380516, 4.7971290, -1.2495613, -0.0118660, 14.4611511, 5.1745251
-14.3137958, -0.0087154, 4.9911962, 5.0088038, 0.0056321, -0.9999841, 0.6404134, 5.1135761, -1.2542981, -0.0118165, 14.6035578, 5.1720417
-14.0127005, -0.0070484, 4.9928334, 5.0071666, 0.0054408, -0.9999852, 0.5439609, 5.4296396, -1.2566586, -0.0117913, 14.6742175, 5.1708004
-13.7116454, -0.0054389, 4.9944706, 5.0055294, 0.0052520, -0.9999862, 0.4486863, 5.7453257, -1.2613648, -0.0117398, 14.8144757, 5.1683188
-13.4106299, -0.0038861, 4.9960591, 5.0039409, 0.0050655, -0.9999872, 0.3545820, 6.0606404, -1.2637101, -0.0117136, 14.8840841, 5.1670784
-13.1096534, -0.0023893, 4.9975054, 5.0024946, 0.0048814, -0.9999881, 0.2616405, 6.3755899, -1.2683846, -0.0116601, 15.0222839, 5.1645986
-12.8087154, -0.0009476, 4.9989516, 5.0010484, 0.0046997, -0.9999890, 0.1698541, 6.6901801, -1.2707141, -0.0116329, 15.0908845, 5.1633591
-12.5078154, 0.0004395, 5.0003979, 4.9996021, 0.0045205, -0.9999898, 0.0792153, 7.0044169, -1.2753557, -0.0115775, 15.2271098, 5.1608811
-12.2069528, 0.0017729, 5.0017402, 4.9982598, 0.0043436, -0.9999906, -0.0102836, 7.3183063, -1.2799757, -0.0115208, 15.3620627, 5.1584042
-11.9061271, 0.0030533, 5.0029870, 4.9970130, 0.0041691, -0.9999913, -0.0986500, 7.6318540, -1.2822767, -0.0114920, 15.4290724, 5.1571662
-11.6053378, 0.0042814, 5.0042338, 4.9957662, 0.0039971, -0.9999920, -0.1858914, 7.9450658, -1.2868618, -0.0114334, 15.5621785, 5.1546912
-11.3045843, 0.0054579, 5.0054805, 4.9945195, 0.0038275, -0.9999927, -0.2720154, 8.2579474, -1.2891454, -0.0114036, 15.6282827, 5.1534541
-11.0038660, 0.0065837, 5.0065674, 4.9934326, 0.0036602, -0.9999933, -0.3570294, 8.5705044, -1.2936946, -0.0113432, 15.7596121, 5.1509808
-10.7031824, 0.0076595, 5.0076097, 4.9923903, 0.0034954, -0.9999939, -0.4409410, 8.8827423, -1.2959603, -0.0113125, 15.8248447, 5.1497446
-10.4025331, 0.0086859, 5.0086521, 4.9913479, 0.0033330, -0.9999944, -0.5237574, 9.1946667, -1.3004724, -0.0112502, 15.9544633, 5.1472731
-10.1019174, 0.0096638, 5.0096858, 4.9903142, 0.0031731, -0.9999950, -0.6054862, 9.5062831, -1.3049600, -0.0111867, 16.0829758, 5.1448027
-9.8013347, 0.0105938, 5.0105493, 4.9894507, 0.0030155, -0.9999955, -0.6861347, 9.8175968, -1.3071938, -0.0111544, 16.1468255, 5.1435680
-9.5007847, 0.0114768, 5.0114129, 4.9885871, 0.0028604, -0.9999959, -0.7657104, 10.1286132, -1.3116427, -0.0110891, 16.2737280, 5.1410995
-9.2002667, 0.0123134, 5.0122765, 4.9877235, 0.0027077, -0.9999963, -0.8442205, 10.4393375, -1.3138570, -0.0110561, 16.3367869, 5.1398656
-8.8997801, 0.0131044, 5.0130918, 4.9869082, 0.0025574, -0.9999967, -0.9216725, 10.7497750, -1.3182660, -0.0109890, 16.4621351, 5.1373989
-8.5993245, 0.0138505, 5.0137972, 4.9862028, 0.0024096, -0.9999971, -0.9980737, 11.0599309, -1.3204604, -0.0109550, 16.5244302, 5.1361659
-8.2988993, 0.0145525, 5.0145026, 4.9854974, 0.0022641, -0.9999974, -1.0734313, 11.3698102, -1.3248284, -0.0108863, 16.6482768, 5.1337009
-7.9985039, 0.0152111, 5.0152081, 4.9847919, 0.0021211, -0.9999978, -1.1477527, 11.6794180, -1.3270023, -0.0108515, 16.7098338, 5.1324689
-7.6981379, 0.0158270, 5.0158187, 4.9841813, 0.0019806, -0.9999980, -1.2210452, 11.9887593, -1.3313285, -0.0107810, 16.8322285, 5.1300057
-7.3978007, 0.0164010, 5.0163573, 4.9836427, 0.0018424, -0.9999983, -1.2933159, 12.2978390, -1.3334813, -0.0107454, 16.8930714, 5.1287745
-7.0974916, 0.0169339, 5.0168960, 4.9831040, 0.0017067, -0.9999985, -1.3645722, 12.6066621, -1.3377647, -0.0106733, 17.0140611, 5.1263130
-6.7972103, 0.0174263, 5.0174346, 4.9825654, 0.0015735, -0.9999988, -1.4348214, 12.9152333, -1.3420195, -0.0106001, 17.1341390, 5.1238528
-6.4969562, 0.0178791, 5.0178558, 4.9821442, 0.0014427, -0.9999990, -1.5040705, 13.2235574, -1.3441356, -0.0105631, 17.1938421, 5.1226231
-6.1967286, 0.0182929, 5.0182520, 4.9817480, 0.0013143, -0.9999991, -1.5723267, 13.5316391, -1.3483460, -0.0104884, 17.3125879, 5.1201646
-5.8965271, 0.0186685, 5.0186483, 4.9813517, 0.0011883, -0.9999993, -1.6395974, 13.8394832, -1.3504398, -0.0104506, 17.3716352, 5.1189358
-5.5963512, 0.0190066, 5.0190331, 4.9809669, 0.0010648, -0.9999994, -1.7058896, 14.1470942, -1.3546047, -0.0103744, 17.4890896, 5.1164790
-5.2962003, 0.0193079, 5.0192887, 4.9807113, 0.0009437, -0.9999996, -1.7712105, 14.4544766, -1.3566757, -0.0103359, 17.5475009, 5.1152511
-4.9960738, 0.0195733, 5.0195444, 4.9804556, 0.0008251, -0.9999997, -1.8355672, 14.7616350, -1.3607944, -0.0102581, 17.6637025, 5.1127962
-4.6959712, 0.0198035, 5.0198000, 4.9802000, 0.0007090, -0.9999997, -1.8989668, 15.0685738, -1.3628421, -0.0102188, 17.7214968, 5.1115691
-4.3958920, 0.0199991, 5.0200112, 4.9799888, 0.0005952, -0.9999998, -1.9614165, 15.3752974, -1.3669136, -0.0101396, 17.8364823, 5.1091159
-4.0958356, 0.0201609, 5.0201314, 4.9798686, 0.0004839, -0.9999999, -2.0229233, 15.6818102, -1.3689376, -0.0100996, 17.8936774, 5.1078898
-3.7958016, 0.0202897, 5.0202516, 4.9797484, 0.0003751, -0.9999999, -2.0834943, 15.9881165, -1.3729611, -0.0100190, 18.0074818, 5.1054384
-3.4957892, 0.0203862, 5.0203718, 4.9796282, 0.0002687, -1.0000000, -2.1431365, 16.2942204, -1.3749609, -0.0099783, 18.0640948, 5.1042131
-3.1957981, 0.0204512, 5.0204286, 4.9795714, 0.0001648, -1.0000000, -2.2018571, 16.6001262, -1.3789356, -0.0098963, 18.1767513, 5.1017634
-2.8958277, 0.0204854, 5.0204402, 4.9795598, 0.0000633, -1.0000000, -2.2596630, 16.9058381, -1.3828776, -0.0098134, 18.2886603, 5.0993149
-2.5958773, 0.0204894, 5.0204518, 4.9795482, -0.0000357, -1.0000000, -2.3165613, 17.2113600, -1.3848359, -0.0097716, 18.3443388, 5.0980911
-2.2959466, 0.0204642, 5.0204634, 4.9795366, -0.0001323, -1.0000000, -2.3725590, 17.5166961, -1.3887278, -0.0096874, 18.4551521, 5.0956444
-1.9960349, 0.0204103, 5.0203985, 4.9796015, -0.0002264, -1.0000000, -2.4276631, 17.8218503, -1.3906609, -0.0096450, 18.5102901, 5.0944215
-1.6961418, 0.0203286, 5.0203193, 4.9796807, -0.0003181, -0.9999999, -2.4818805, 18.1268266, -1.3945018, -0.0095595, 18.6200370, 5.0919765
-1.3962665, 0.0202198, 5.0202400, 4.9797600, -0.0004073, -0.9999999, -2.5352182, 18.4316288, -1.3964093, -0.0095165, 18.6746489, 5.0907545
-1.0964088, 0.0200846, 5.0201495, 4.9798505, -0.0004940, -0.9999999, -2.5876832, 18.7362608, -1.4001985, -0.0094298, 18.7833574, 5.0883113
-0.7965679, 0.0199238, 5.0199395, 4.9800605, -0.0005783, -0.9999998, -2.6392824, 19.0407263, -1.4020800, -0.0093861, 18.8374569, 5.0870901
-0.4967433, 0.0197380, 5.0197295, 4.9802705, -0.0006602, -0.9999998, -2.6900228, 19.3450292, -1.4058168, -0.0092983, 18.9451539, 5.0846487
-0.1969346, 0.0195282, 5.0195195, 4.9804805, -0.0007395, -0.9999997, -2.7399112, 19.6491731, -1.4076720, -0.0092540, 18.9987541, 5.0834284
0.1028589, 0.0192949, 5.0192877, 4.9807123, -0.0008164, -0.9999997, -2.7889546, 19.9531616, -1.4113557, -0.0091650, 19.1054652, 5.0809887
0.4026377, 0.0190389, 5.0190139, 4.9809861, -0.0008909, -0.9999996, -2.8371599, 20.2569984, -1.4131842, -0.0091202, 19.1585788, 5.0797693
0.7024022, 0.0187610, 5.0187401, 4.9812599, -0.0009629, -0.9999995, -2.8845340, 20.5606870, -1.4168142, -0.0090301, 19.2643286, 5.0773314
1.0021532, 0.0184619, 5.0184664, 4.9815336, -0.0010324, -0.9999995, -2.9310837, 20.8642308, -1.4186157, -0.0089848, 19.3169675, 5.0761129
1.3018910, 0.0181423, 5.0181443, 4.9818557, -0.0010995, -0.9999994, -2.9768159, 21.1676334, -1.4221912, -0.0088936, 19.4217797, 5.0736767
1.6016163, 0.0178030, 5.0177887, 4.9822113, -0.0011641, -0.9999993, -3.0217375, 21.4708982, -1.4239654, -0.0088478, 19.4739554, 5.0724590
1.9013295, 0.0174448, 5.0174331, 4.9825669, -0.0012262, -0.9999992, -3.0658553, 21.7740285, -1.4274859, -0.0087556, 19.5778525, 5.0700246
2.2010313, 0.0170683, 5.0170776, 4.9829224, -0.0012859, -0.9999992, -3.1091761, 22.0770277, -1.4292324, -0.0087093, 19.6295762, 5.0688078
2.5007221, 0.0166743, 5.0166656, 4.9833344, -0.0013431, -0.9999991, -3.1517068, 22.3798989, -1.4326973, -0.0086161, 19.7325800, 5.0663752
2.8004026, 0.0162635, 5.0162433, 4.9837567, -0.0013978, -0.9999990, -3.1934542, 22.6826456, -1.4344159, -0.0085693, 19.7838623, 5.0651593
3.1000731, 0.0158368, 5.0158210, 4.9841790, -0.0014500, -0.9999989, -3.2344250, 22.9852707, -1.4378246, -0.0084752, 19.8859935, 5.0627284
3.3997344, 0.0153947, 5.0153941, 4.9846059, -0.0014998, -0.9999989, -3.2746261, 23.2877776, -1.4395150, -0.0084279, 19.9368446, 5.0615133
3.6993869, 0.0149381, 5.0149211, 4.9850789, -0.0015472, -0.9999988, -3.3140643, 23.5901692, -1.4428670, -0.0083329, 20.0381233, 5.0590842
3.9990311, 0.0144678, 5.0144481, 4.9855519, -0.0015920, -0.9999987, -3.3527463, 23.8924486, -1.4445288, -0.0082851, 20.0885530, 5.0578700
4.2986677, 0.0139843, 5.0139750, 4.9860250, -0.0016344, -0.9999987, -3.3906789, 24.1946189, -1.4478235, -0.0081893, 20.1889985, 5.0554426
4.5982971, 0.0134886, 5.0134905, 4.9865095, -0.0016743, -0.9999986, -3.4278688, 24.4966830, -1.4494566, -0.0081411, 20.2390164, 5.0542293
4.8979199, 0.0129812, 5.0129834, 4.9870166, -0.0017118, -0.9999985, -3.4643229, 24.7986439, -1.4526936, -0.0080444, 20.3386472, 5.0518037
5.1975366, 0.0124630, 5.0124763, 4.9875237, -0.0017467, -0.9999985, -3.5000478, 25.1005043, -1.4558919, -0.0079472, 20.4377449, 5.0493791
5.4971477, 0.0119348, 5.0119693, 4.9880307, -0.0017792, -0.9999984, -3.5350503, 25.4022673, -1.4574763, -0.0078984, 20.4870963, 5.0481673
5.7967539, 0.0113971, 5.0114318, 4.9885682, -0.0018093, -0.9999984, -3.5693371, 25.7039355, -1.4606161, -0.0078004, 20.5854087, 5.0457446
6.0963556, 0.0108509, 5.0108727, 4.9891273, -0.0018368, -0.9999983, -3.6029150, 26.0055118, -1.4621711, -0.0077512, 20.6343717, 5.0445336
6.3959535, 0.0102967, 5.0103137, 4.9896863, -0.0018619, -0.9999983, -3.6357906, 26.3069988, -1.4652518, -0.0076524, 20.7319157, 5.0421126
6.6955479, 0.0097355, 5.0097546, 4.9902454, -0.0018845, -0.9999982, -3.6679706, 26.6083992, -1.4667773, -0.0076029, 20.7804985, 5.0409025
6.9951395, 0.0091678, 5.0091783, 4.9908217, -0.0019047, -0.9999982, -3.6994618, 26.9097158, -1.4697985, -0.0075034, 20.8772901, 5.0384833
7.2947288, 0.0085945, 5.0085986, 4.9914014, -0.0019224, -0.9999982, -3.7302708, 27.2109510, -1.4712941, -0.0074535, 20.9255007, 5.0372741
7.5943164, 0.0080162, 5.0080190, 4.9919810, -0.0019376, -0.9999981, -3.7604043, 27.5121075, -1.4742555, -0.0073534, 21.0215558, 5.0348565
7.8939028, 0.0074338, 5.0074421, 4.9925579, -0.0019503, -0.9999981, -3.7898690, 27.8131877, -1.4757211, -0.0073032, 21.0694018, 5.0336482
8.1934885, 0.0068479, 5.0068965, 4.9931035, -0.0019605, -0.9999981, -3.8186716, 28.1141942, -1.4786222, -0.0072025, 21.1647353, 5.0312324
8.4930740, 0.0062593, 5.0063509, 4.9936491, -0.0019683, -0.9999981, -3.8468187, 28.4151295, -1.4800576, -0.0071520, 21.2122242, 5.0300249
8.7926600, 0.0056688, 5.0058053, 4.9941947, -0.0019736, -0.9999981, -3.8743169, 28.7159959, -1.4828981, -0.0070506, 21.3068506, 5.0276109
9.0922470, 0.0050770, 5.0052291, 4.9947709, -0.0019765, -0.9999980, -3.9011731, 29.0167957, -1.4843030, -0.0069998, 21.3539896, 5.0264043
9.3918354, 0.0044848, 5.0045934, 4.9954066, -0.0019768, -0.9999980, -3.9273937, 29.3175315, -1.4870825, -0.0068979, 21.4479230, 5.0239920
9.6914258, 0.0038928, 5.0039578, 4.9960422, -0.0019747, -0.9999981, -3.9529854, 29.6182053, -1.4884569, -0.0068468, 21.4947190, 5.0227862
9.9910189, 0.0033018, 5.0033221, 4.9966779, -0.0019701, -0.9999981, -3.9779549, 29.9188196, -1.4911751, -0.0067443, 21.5879730, 5.0203757
10.2906150, 0.0027125, 5.0028422, 4.9971578, -0.0019631, -0.9999981, -4.0023087, 30.2193766, -1.4925188, -0.0066929, 21.6344326, 5.0191708
10.5902149, 0.0021258, 5.0024736, 4.9975264, -0.0019535, -0.9999981, -4.0260536, 30.5198783, -1.4951753, -0.0065899, 21.7270205, 5.0167619
10.8898189, 0.0015422, 5.0021051, 4.9978949, -0.0019415, -0.9999981, -4.0491962, 30.8203271, -1.4964881, -0.0065383, 21.7731502, 5.0155580
11.1894276, 0.0009626, 5.0017365, 4.9982635, -0.0019271, -0.9999981, -4.0717430, 31.1207250, -1.4990826, -0.0064348, 21.8650846, 5.0131508
11.4890416, 0.0003877, 5.0010237, 4.9989763, -0.0019101, -0.9999982, -4.0937006, 31.4210742, -1.5003644, -0.0063830, 21.9108907, 5.0119477
11.7886615, -0.0001817, 5.0002385, 4.9997615, -0.0018907, -0.9999982, -4.1150758, 31.7213766, -1.5028967, -0.0062790, 22.0021839, 5.0095423
12.0882877, -0.0007450, 4.9994532, 5.0005468, -0.0018688, -0.9999983, -4.1358750, 32.0216343, -1.5041473, -0.0062269, 22.0476724, 5.0083401
12.3879208, -0.0013014, 4.9986865, 5.0013135, -0.0018445, -0.9999983, -4.1561049, 32.3218493, -1.5066171, -0.0061226, 22.1383364, 5.0059364
12.6875613, -0.0018501, 4.9981373, 5.0018627, -0.0018176, -0.9999983, -4.1757721, 32.6220236, -1.5078364, -0.0060702, 22.1835132, 5.0047350
12.9872098, -0.0023905, 4.9975881, 5.0024119, -0.0017883, -0.9999984, -4.1948832, 32.9221591, -1.5102435, -0.0059654, 22.2735596, 5.0023331
13.2868669, -0.0029216, 4.9970389, 5.0029611, -0.0017565, -0.9999985, -4.2134448, 33.2222577, -1.5114312, -0.0059129, 22.3184304, 5.0011326
13.5865330, -0.0034429, 4.9965102, 5.0034898, -0.0017223, -0.9999985, -4.2314634, 33.5223211, -1.5137753, -0.0058077, 22.4078703, 4.9987324
13.8862087, -0.0039536, 4.9960239, 5.0039761, -0.0016856, -0.9999986, -4.2489457, 33.8223514, -1.5149316, -0.0057550, 22.4524406, 4.9975327
14.1858946, -0.0044530, 4.9955376, 5.0044624, -0.0016464, -0.9999986, -4.2658982, 34.1223503, -1.5172124, -0.0056495, 22.5412849, 4.9951343
14.4855911, -0.0049402, 4.9950513, 5.0049487, -0.0016048, -0.9999987, -4.2823275, 34.4223195, -1.5183370, -0.0055966, 22.5855601, 4.9939355
14.7852989, -0.0054146, 4.9945850, 5.0054150, -0.0015606, -0.9999988, -4.2982402, 34.7222608, -1.5205544, -0.0054907, 22.6738193, 4.9915388
15.0850184, -0.0058755, 4.9941333, 5.0058667, -0.0015141, -0.9999989, -4.3136429, 35.0221759, -1.5216472, -0.0054375, 22.7178046, 4.9903408
15.3847502, -0.0063220, 4.9936816, 5.0063184, -0.0014650, -0.9999989, -4.3285421, 35.3220664, -1.5238010, -0.0053313, 22.8054890, 4.9879458
15.6844949, -0.0067535, 4.9932299, 5.0067701, -0.0014135, -0.9999990, -4.3429445, 35.6219341, -1.5248618, -0.0052773, 22.8491893, 4.9867487
15.9842530, -0.0071691, 4.9922739, 5.0077261, -0.0013595, -0.9999991, -4.3568565, 35.9217806, -1.5269522, -0.0051732, 22.9363088, 4.9843554
16.2840248, -0.0075684, 4.9912106, 5.0087894, -0.0013045, -0.9999991, -4.3702851, 36.2216137, -1.5279811, -0.0051157, 22.9797291, 2.3301905
16.5838104, -0.0079513, 4.9901473, 5.0098527, -0.0012500, -0.9999992, -4.3832383, 36.5214409, -1.5300030, -0.0049942, 23.0000000, 0.0000000
16.8836095, -0.0083179, 4.9891598, 5.0108402, -0.0011959, -0.9999993, -4.3957243, 36.8212630, -1.5309958, -0.0049339, 23.0000000, 0.0000000
17.1834218, -0.0086685, 4.9895154, 5.0104846, -0.0011424, -0.9999993, -4.4077515, 37.1210811, -1.5329451, -0.0048128, 23.0000000, 0.0000000
17.4832472, -0.0090030, 4.9898710, 5.0101290, -0.0010893, -0.9999994, -4.4193282, 37.4208959, -1.5339016, -0.0047523, 23.0000000, 0.0000000
17.7830854, -0.0093217, 4.9902265, 5.0097735, -0.0010366, -0.9999995, -4.4304627, 37.7207083, -1.5357782, -0.0046310, 23.0000000, 0.0000000
18.0829362, -0.0096247, 4.9903751, 5.0096249, -0.0009845, -0.9999995, -4.4411633, 38.0205189, -1.5366983, -0.0045703, 23.0000000, 0.0000000
18.3827994, -0.0099121, 4.9901014, 5.0098986, -0.0009328, -0.9999996, -4.4514383, 38.3203285, -1.5385020, -0.0044487, 23.0000000, 0.0000000
18.6826748, -0.0101842, 4.9898277, 5.0101723, -0.0008816, -0.9999996, -4.4612961, 38.6201379, -1.5393857, -0.0043879, 23.0000000, 0.0000000
18.9825621, -0.0104409, 4.9895540, 5.0104460, -0.0008308, -0.9999997, -4.4707451, 38.9199476, -1.5411164, -0.0042662, 23.0000000, 0.0000000
19.2824612, -0.0106825, 4.9893143, 5.0106857, -0.0007805, -0.9999997, -4.4797934, 39.2197584, -1.5419636, -0.0042053, 23.0000000, 0.0000000
19.5823717, -0.0109091, 4.9890991, 5.0109009, -0.0007307, -0.9999997, -4.4884496, 39.5195707, -1.5436213, -0.0040834, 23.0000000, 0.0000000
19.8822935, -0.0111209, 4.9888840, 5.0111160, -0.0006814, -0.9999998, -4.4967218, 39.8193851, -1.5444318, -0.0040224, 23.0000000, 0.0000000
20.1822264, -0.0113179, 4.9886689, 5.0113311, -0.0006325, -0.9999998, -4.5046186, 40.1192021, -1.5460163, -0.0039003, 23.0000000, 0.0000000
20.4821702, -0.0115004, 4.9885009, 5.0114991, -0.0005841, -0.9999998, -4.5121482, 40.4190223, -1.5467903, -0.0038393, 23.0000000, 0.0000000
20.7821246, -0.0116684, 4.9883422, 5.0116578, -0.0005362, -0.9999999, -4.5193189, 40.7188460, -1.5483015, -0.0037171, 23.0000000, 0.0000000
21.0820893, -0.0118221, 4.9881836, 5.0118164, -0.0004887, -0.9999999, -4.5261392, 41.0186738, -1.5490388, -0.0036560, 23.0000000, 0.0000000
21.3820643, -0.0119616, 4.9880296, 5.0119704, -0.0004417, -0.9999999, -4.5326174, 41.3185059, -1.5504767, -0.0035336, 23.0000000, 0.0000000
21.6820492, -0.0120871, 4.9879241, 5.0120759, -0.0003952, -0.9999999, -4.5387619, 41.6183428, -1.5511773, -0.0034724, 23.0000000, 0.0000000
21.9820439, -0.0121988, 4.9878185, 5.0121815, -0.0003491, -0.9999999, -4.5445810, 41.9181848, -1.5525417, -0.0033500, 23.0000000, 0.0000000
22.2820481, -0.0122967, 4.9877130, 5.0122870, -0.0003036, -1.0000000, -4.5500831, 42.2180322, -1.5532056, -0.0032888, 23.0000000, 0.0000000
22.5820616, -0.0123810, 4.9876242, 5.0123758, -0.0002584, -1.0000000, -4.5552766, 42.5178853, -1.5544966, -0.0031663, 23.0000000, 0.0000000
22.8820841, -0.0124518, 4.9875676, 5.0124324, -0.0002138, -1.0000000, -4.5601699, 42.8177444, -1.5551237, -0.0031050, 23.0000000, 0.0000000
23.1821156, -0.0125093, 4.9875111, 5.0124889, -0.0001696, -1.0000000, -4.5647713, 43.1176095, -1.5563411, -0.0029824, 23.0000000, 0.0000000
23.4821556, -0.0125536, 4.9874546, 5.0125454, -0.0001259, -1.0000000, -4.5690893, 43.4174811, -1.5569314, -0.0029211, 23.0000000, 0.0000000
23.7822041, -0.0125849, 4.9874242, 5.0125758, -0.0000826, -1.0000000, -4.5731321, 43.7173592, -1.5580753, -0.0027984, 23.0000000, 0.0000000
24.0822608, -0.0126033, 4.9874118, 5.0125882, -0.0000399, -1.0000000, -4.5769083, 44.0172439, -1.5586289, -0.0027371, 23.0000000, 0.0000000
24.3823255, -0.0126089, 4.9873995, 5.0126005, 0.0000024, -1.0000000, -4.5804261, 44.3171355, -1.5596991, -0.0026144, 23.0000000, 0.0000000
24.6823980, -0.0126018, 4.9873871, 5.0126129, 0.0000443, -1.0000000, -4.5836941, 44.6170341, -1.5602159, -0.0025530, 23.0000000, 0.0000000
24.9824780, -0.0125823, 4.9874124, 5.0125876, 0.0000857, -1.0000000, -4.5867205, 44.9169396, -1.5612125, -0.0024303, 23.0000000, 0.0000000
25.2825653, -0.0125505, 4.9874445, 5.0125555, 0.0001266, -1.0000000, -4.5895139, 45.2168523, -1.5616924, -0.0023689, 23.0000000, 0.0000000
25.5826597, -0.0125064, 4.9874766, 5.0125234, 0.0001670, -1.0000000, -4.5920825, 45.5167720, -1.5626154, -0.0022461, 23.0000000, 0.0000000
25.8827609, -0.0124503, 4.9875150, 5.0124850, 0.0002070, -1.0000000, -4.5944348, 45.8166989, -1.5630584, -0.0021847, 23.0000000, 0.0000000
26.1828689, -0.0123822, 4.9876068, 5.0123932, 0.0002465, -1.0000000, -4.5965793, 46.1166330, -1.5639077, -0.0020619, 23.0000000, 0.0000000
26.4829833, -0.0123024, 4.9876987, 5.0123013, 0.0002855, -1.0000000, -4.5985242, 46.4165742, -1.5643140, -0.0020005, 23.0000000, 0.0000000
26.7831039, -0.0122109, 4.9877905, 5.0122095, 0.0003241, -0.9999999, -4.6002781, 46.7165225, -1.5650896, -0.0018777, 23.0000000, 0.0000000
27.0832305, -0.0121079, 4.9878942, 5.0121058, 0.0003622, -0.9999999, -4.6018493, 47.0164779, -1.5654589, -0.0018162, 23.0000000, 0.0000000
27.3833628, -0.0119935, 4.9880193, 5.0119807, 0.0003998, -0.9999999, -4.6032463, 47.3164404, -1.5661608, -0.0016934, 23.0000000, 0.0000000
27.6835008, -0.0118679, 4.9881444, 5.0118556, 0.0004370, -0.9999999, -4.6044774, 47.6164097, -1.5664934, -0.0016320, 23.0000000, 0.0000000
27.9836440, -0.0117312, 4.9882695, 5.0117305, 0.0004737, -0.9999999, -4.6055511, 47.9163859, -1.5671216, -0.0015091, 23.0000000, 0.0000000
28.2837924, -0.0115836, 4.9884109, 5.0115891, 0.0005100, -0.9999999, -4.6064758, 48.2163688, -1.5674172, -0.0014477, 23.0000000, 0.0000000
28.5839457, -0.0114252, 4.9885628, 5.0114372, 0.0005457, -0.9999999, -4.6072600, 48.5163584, -1.5679717, -0.0013248, 23.0000000, 0.0000000
28.8841037, -0.0112560, 4.9887147, 5.0112853, 0.0005810, -0.9999998, -4.6079120, 48.8163544, -1.5682305, -0.0012634, 23.0000000, 0.0000000
29.1842661, -0.0110764, 4.9888666, 5.0111334, 0.0006159, -0.9999998, -4.6084402, 49.1163567, -1.5687113, -0.0011405, 23.0000000, 0.0000000
29.4844327, -0.0108863, 4.9890777, 5.0109223, 0.0006503, -0.9999998, -4.6088532, 49.4163653, -1.5689333, -0.0010791, 23.0000000, 0.0000000
29.7846034, -0.0106861, 4.9892977, 5.0107023, 0.0006842, -0.9999998, -4.6091593, 49.7163799, -1.5693403, -0.0009562, 23.0000000, 0.0000000
30.0847778, -0.0104756, 4.9895177, 5.0104823, 0.0007176, -0.9999997, -4.6093670, 50.0164003, -1.5695254, -0.0008948, 23.0000000, 0.0000000
30.3849559, -0.0102553, 4.9897402, 5.0102598, 0.0007506, -0.9999997, -4.6094846, 50.3164265, -1.5698587, -0.0007719, 23.0000000, 0.0000000
