# x_ref_m, y_ref_m, width_right_m, width_left_m, x_normvec_m, y_normvec_m, alpha_m, s_racetraj_m, psi_racetraj_rad, kappa_racetraj_radpm, vx_racetraj_mps, ax_racetraj_mps2
-40.5435292, -9.5827916, 4.9918133, 5.0081867, 0.5926396, -0.8054677, -0.9462498, 484.8775136, -1.2483301, -0.0135349, 18.8770092, -7.3905441
-40.3019644, -9.4050257, 4.9921546, 5.0078454, 0.5927683, -0.8053731, -0.8484643, 485.1928397, -1.2537417, -0.0135203, 18.7193195, -7.4723318
-40.0603984, -9.2271986, 4.9925945, 5.0074055, 0.5929006, -0.8052757, -0.7491915, 485.5086769, -1.2591458, -0.0135035, 18.5585196, -7.5555759
-39.8188310, -9.0493083, 4.9930906, 5.0069094, 0.5930365, -0.8051756, -0.6484231, 485.8250365, -1.2618458, -0.0134942, 18.4769181, -7.5977465
-39.5772615, -8.8713528, 4.9935866, 5.0064134, 0.5931761, -0.8050727, -0.5461510, 486.1419301, -1.2672393, -0.0134739, 18.3112387, -7.6831423
-39.3356897, -8.6933301, 4.9940827, 5.0059173, 0.5933194, -0.8049671, -0.4423670, 486.4593692, -1.2699327, -0.0134629, 18.2271307, -7.7263596
-39.0941151, -8.5152381, 4.9947966, 5.0052034, 0.5934663, -0.8048588, -0.3370626, 486.7773653, -1.2753136, -0.0134391, 18.0562995, -7.8138256
-38.8525372, -8.3370748, 4.9955375, 5.0044625, 0.5936169, -0.8047478, -0.2302296, 487.0959303, -1.2806833, -0.0134132, 17.8818728, -7.9026050
-38.6109557, -8.1588382, 4.9962784, 5.0037216, 0.5937711, -0.8046340, -0.1218595, 487.4150760, -1.2833650, -0.0133993, 17.7932689, -7.9474893
-38.3693700, -7.9805262, 4.9970291, 5.0029709, 0.5939289, -0.8045175, -0.0119439, 487.7348142, -1.2887185, -0.0133700, 17.6131919, -8.0381885
-38.1277798, -7.8021368, 4.9978384, 5.0021616, 0.5940903, -0.8043983, 0.0995257, 488.0551570, -1.2913908, -0.0133545, 17.5216820, -8.0839996
-37.8861847, -7.6236679, 4.9986477, 5.0013523, 0.5942554, -0.8042764, 0.2125577, 488.3761166, -1.2967266, -0.0133219, 17.3356245, -8.1765259
-37.6445841, -7.4451176, 4.9994570, 5.0005430, 0.5944241, -0.8041517, 0.3271609, 488.6977050, -1.3020476, -0.0132871, 17.1453831, -8.2701947
-37.4029778, -7.2664838, 5.0004329, 4.9995671, 0.5945963, -0.8040244, 0.4433437, 489.0199346, -1.3047036, -0.0132689, 17.0486414, -8.3174591
-37.1613651, -7.0877644, 5.0016558, 4.9983442, 0.5947722, -0.8038943, 0.5611148, 489.3428178, -1.3100034, -0.0132310, 16.8518065, -8.4127720
-36.9197458, -6.9089574, 5.0028788, 4.9971212, 0.5949517, -0.8037615, 0.6804830, 489.6663670, -1.3126472, -0.0132111, 16.7516676, -8.4608611
-36.6781194, -6.7300608, 5.0041018, 4.9958982, 0.5951347, -0.8036259, 0.8014570, 489.9905949, -1.3179242, -0.0131707, 16.5478268, -8.5575110
-36.4364855, -6.5510726, 5.0054763, 4.9945237, 0.5953214, -0.8034877, 0.9240456, 490.3155140, -1.3231824, -0.0131270, 16.3390646, -8.6554988
-36.1948435, -6.3719908, 5.0069287, 4.9930713, 0.5955116, -0.8033467, 1.0482576, 490.6411372, -1.3258064, -0.0131119, 16.2327733, -8.7028011
-35.9531932, -6.1928132, 5.0083811, 4.9916189, 0.5957053, -0.8032031, 1.1741019, 490.9674772, -1.3310350, -0.0130328, 16.0162182, -8.8106230
-35.7115340, -6.0135378, 5.0098335, 4.9901665, 0.5959026, -0.8030567, 1.3015875, 491.2945470, -1.3362683, -0.0129679, 15.7943483, -8.9139693
-35.4698656, -5.8341627, 5.0115141, 4.9884859, 0.5961035, -0.8029076, 1.4307233, 491.6223597, -1.3388215, -0.0125586, 15.6810697, -8.8407393
-35.2281875, -5.6546858, 5.0132133, 4.9867867, 0.5963079, -0.8027558, 1.5615184, 491.9509283, -1.3442824, -0.0149885, 15.4575228, -8.3613761
-34.9864796, -5.4751307, 5.0149125, 4.9850875, 0.5962577, -0.8027931, 1.6939174, 492.2797548, -1.3473849, -0.0160447, 15.3489593, -8.3612481
-34.7446436, -5.2956236, 5.0165005, 4.9834995, 0.5956948, -0.8032109, 1.8276078, 492.6081366, -1.3538169, -0.0154692, 15.1292429, -8.5958904
-34.5025613, -5.1163163, 5.0176084, 4.9823916, 0.5946189, -0.8040077, 1.9622145, 492.9357762, -1.3599057, -0.0150046, 14.8988017, -8.8018758
-34.2601146, -4.9373608, 5.0187162, 4.9812838, 0.5930290, -0.8051811, 2.0973646, 493.2623732, -1.3628763, -0.0147000, 14.7801773, -8.9191863
-34.0171856, -4.7589089, 5.0198241, 4.9801759, 0.5909232, -0.8067278, 2.2326878, 493.5876265, -1.3686455, -0.0141711, 14.5352880, -9.1321857
-33.7736562, -4.5811124, 5.0203696, 4.9796304, 0.5882994, -0.8086432, 2.3678172, 493.9112367, -1.3742077, -0.0136276, 14.2802854, -9.3427766
-33.5294082, -4.4041231, 5.0202643, 4.9797357, 0.5851547, -0.8109217, 2.5023897, 494.2329079, -1.3769045, -0.0133504, 14.1488354, -9.4469633
-33.2843236, -4.2280929, 5.0201591, 4.9798409, 0.5814855, -0.8135568, 2.6360463, 494.5523503, -1.3821256, -0.0127458, 13.8776620, -9.6602918
-33.0382845, -4.0531737, 5.0200539, 4.9799461, 0.5772881, -0.8165405, 2.7684330, 494.8692819, -1.3846419, -0.0124022, 13.7377397, -9.7720840
-32.7911726, -3.8795172, 5.0197668, 4.9802332, 0.5725582, -0.8198641, 2.8992009, 495.1834311, -1.3894525, -0.0116505, 13.4485120, -10.0008083
-32.5428700, -3.7072754, 5.0194137, 4.9805863, 0.5672910, -0.8235174, 3.0280071, 495.4945383, -1.3939225, -0.0106802, 13.1457242, -10.2575398
-32.2932586, -3.5366001, 5.0190607, 4.9809393, 0.5614824, -0.8274887, 3.1545144, 495.8023606, -1.3960071, -0.0101930, 12.9887321, -10.3809642
-32.0422202, -3.3676431, 5.0187077, 4.9812923, 0.5551259, -0.8317664, 3.2783927, 496.1066651, -1.3997834, -0.0086665, 12.6624161, -10.7061526
-31.7896370, -3.2005563, 5.0183636, 4.9816364, 0.5482223, -0.8363327, 3.3993183, 496.4072648, -1.4014412, -0.0079270, 12.4921751, -10.7900253
-31.5353915, -3.0354924, 5.0180195, 4.9819805, 0.5407422, -0.8411884, 3.5169731, 496.7038784, -1.4048606, -0.0089647, 12.1421562, -10.7665181
-31.2794144, -2.8726631, 5.0176753, 4.9823247, 0.5325711, -0.8463853, 3.6309773, 496.9958168, -1.4066218, -0.0086886, 11.9635057, -10.8414536
-31.0217102, -2.7123708, 5.0174032, 4.9825968, 0.5236288, -0.8519465, 3.7408502, 497.2823812, -1.4082074, -0.0070423, 11.7808746, -11.1052435
-30.7622900, -2.5549258, 5.0172964, 4.9827036, 0.5138976, -0.8578516, 3.8461105, 497.5631305, -1.4103727, -0.0038043, 11.3932487, -11.5836818
-30.5011648, -2.4006384, 5.0171896, 4.9828104, 0.5033465, -0.8640847, 3.9462848, 497.8376075, -1.4109160, -0.0015855, 11.1880638, -11.8766190
-30.2383456, -2.2498190, 5.0170828, 4.9829172, 0.4919454, -0.8706261, 4.0409098, 498.1053987, -1.4104828, 0.0041152, 10.7603524, -11.1902278
-29.9738434, -2.1027779, 5.0167663, 4.9832337, 0.4796613, -0.8774537, 4.1295319, 498.3661251, -1.4092979, 0.0078750, 10.5503183, -10.7256770
-29.7076692, -1.9598255, 5.0163102, 4.9836898, 0.4664596, -0.8845425, 4.2117087, 498.6194530, -1.4072692, 0.0125074, 10.3450019, -10.1825374
-29.4398341, -1.8212720, 5.0158541, 4.9841459, 0.4523042, -0.8918637, 4.2870094, 498.8651007, -1.4042071, 0.0182545, 10.1462387, -9.5572670
-29.1703490, -1.6874277, 5.0153980, 4.9846020, 0.4371583, -0.8993846, 4.3550149, 499.1028488, -1.3940037, 0.0339891, 9.7775385, -7.9210496
-28.8992249, -1.5586031, 5.0138270, 4.9861730, 0.4209837, -0.9070682, 4.4153186, 499.3325478, -1.3861578, 0.0447292, 9.6141524, -6.8745516
-28.6264729, -1.4351085, 5.0120931, 4.9879069, 0.4037446, -0.9148717, 4.4675252, 499.5541413, -1.3760142, 0.0577512, 9.4700676, -5.4116298
-28.3521040, -1.3172540, 5.0103592, 4.9896408, 0.3853985, -0.9227502, 4.5112540, 499.7676369, -1.3626452, 0.0758805, 9.3550835, -4.1646462
-28.0761292, -1.2053502, 5.0083715, 4.9916285, 0.3659323, -0.9306415, 4.5461279, 499.9732879, -1.3460631, 0.0918661, 9.2656233, -1.3195773
-27.7985595, -1.0997073, 5.0043751, 4.9956249, 0.3452315, -0.9385176, 4.5717989, 500.1709804, -1.3242627, 0.1257750, 9.2370969, -0.0511821
-27.5194081, -1.0006090, 5.0003788, 4.9996212, 0.3238241, -0.9461173, 4.5879497, 500.3638448, -1.2971047, 0.1406742, 9.2359887, -0.0511821
-27.2387139, -0.9080302, 4.9963824, 5.0036176, 0.3027105, -0.9530826, 4.5946590, 500.5574569, -1.2703132, 0.1270022, 9.2348803, 1.1177002
-26.9565323, -0.8217462, 4.9922363, 5.0077637, 0.2821830, -0.9593606, 4.5922363, 500.7539519, -1.2463148, 0.1130043, 9.2590541, 2.2606909
-26.6729190, -0.7415291, 4.9877692, 5.0122308, 0.2622336, -0.9650044, 4.5809930, 500.9539187, -1.2252130, 0.0980886, 9.3077566, 3.4501794
-26.3879296, -0.6671509, 4.9833021, 5.0166979, 0.2429195, -0.9700464, 4.5612319, 501.1581680, -1.2070154, 0.0839796, 9.3815973, 4.5557800
-26.1016198, -0.5983836, 4.9788351, 5.0211649, 0.2242735, -0.9745262, 4.5332478, 501.3673001, -1.1915846, 0.0704749, 9.4782187, 5.2460980
-25.8140454, -0.5349992, 4.9750550, 5.0249450, 0.2063279, -0.9784829, 4.4973385, 501.5818261, -1.1787143, 0.0583385, 9.5882747, 5.2448390
-25.5252619, -0.4767699, 4.9719594, 5.0280406, 0.1891087, -0.9819562, 4.4538064, 501.8021439, -1.1681531, 0.0475618, 9.6970557, 5.2435803
-25.2353251, -0.4234677, 4.9688637, 5.0311363, 0.1726374, -0.9849855, 4.4029599, 502.0285541, -1.1596099, 0.0381996, 9.8046042, 5.2423218
-24.9442907, -0.3748645, 4.9657680, 5.0342320, 0.1569311, -0.9876096, 4.3451147, 502.2612657, -1.1528058, 0.0301290, 9.9109603, 5.2410637
-24.6522143, -0.3307324, 4.9635712, 5.0364288, 0.1420032, -0.9898662, 4.2805950, 502.5004060, -1.1434571, 0.0173304, 10.1202454, 5.2385484
-24.3591516, -0.2908436, 4.9617596, 5.0382404, 0.1278633, -0.9917918, 4.2097343, 502.7460276, -1.1405024, 0.0123165, 10.2232445, 5.2372912
-24.0651583, -0.2549699, 4.9599481, 5.0400519, 0.1145182, -0.9934212, 4.1328756, 502.9981167, -1.1384694, 0.0080703, 10.3251919, 5.2360342
-23.7702902, -0.2228835, 4.9581365, 5.0418635, 0.1019719, -0.9947873, 4.0503721, 503.2566002, -1.1372211, 0.0045240, 10.4261184, 5.2347776
-23.4746027, -0.1943564, 4.9574189, 5.0425811, 0.0902262, -0.9959213, 3.9625872, 503.5213524, -1.1365967, -0.0010824, 10.6250246, 5.2322653
-23.1781517, -0.1691607, 4.9568103, 5.0431897, 0.0792812, -0.9968523, 3.8698948, 503.7922009, -1.1370387, -0.0032921, 10.7230591, 5.2310096
-22.8809929, -0.1470683, 4.9562017, 5.0437983, 0.0691354, -0.9976073, 3.7726785, 504.0689326, -1.1378813, -0.0051236, 10.8201822, 5.2297542
-22.5831818, -0.1278513, 4.9557259, 5.0442741, 0.0597860, -0.9982112, 3.6713320, 504.3512985, -1.1405570, -0.0080906, 11.0117905, 5.2272443
-22.2847743, -0.1112818, 4.9560626, 5.0439374, 0.0512297, -0.9986869, 3.5662583, 504.6390186, -1.1422923, -0.0092597, 11.1063212, 5.2259898
-21.9858259, -0.0971317, 4.9563993, 5.0436007, 0.0434625, -0.9990551, 3.4578696, 504.9317867, -1.1463955, -0.0111665, 11.2929423, 5.2234817
-21.6863923, -0.0851732, 4.9567360, 5.0432640, 0.0364798, -0.9993344, 3.3465862, 505.2292736, -1.1487081, -0.0119488, 11.3850727, 5.2222281
-21.3865293, -0.0751783, 4.9573397, 5.0426603, 0.0302772, -0.9995415, 3.2328364, 505.5311316, -1.1537599, -0.0132642, 11.5670673, 5.2197218
-21.0862925, -0.0669190, 4.9583352, 5.0416648, 0.0248504, -0.9996912, 3.1170557, 505.8369979, -1.1564692, -0.0138256, 11.6569669, 5.2184691
-20.7857376, -0.0601673, 4.9593307, 5.0406693, 0.0201951, -0.9997961, 2.9996860, 506.1464977, -1.1622105, -0.0148484, 11.8346541, 5.2159646
-20.4849203, -0.0546953, 4.9603262, 5.0396738, 0.0163077, -0.9998670, 2.8811752, 506.4592480, -1.1652204, -0.0152688, 11.9224732, 5.2147128
-20.1838962, -0.0502751, 4.9613675, 5.0386325, 0.0131843, -0.9999131, 2.7619761, 506.7748581, -1.1715362, -0.0163089, 12.0961366, 5.2122101
-19.8827211, -0.0466786, 4.9624327, 5.0375673, 0.0108248, -0.9999414, 2.6425459, 507.0929431, -1.1781323, -0.0170694, 12.2672603, 5.2097086
-19.5814506, -0.0436780, 4.9634978, 5.0365022, 0.0092172, -0.9999575, 2.5233460, 507.4130875, -1.1816654, -0.0182367, 12.3519027, 5.2084583
-19.2801404, -0.0410452, 4.9645630, 5.0354370, 0.0083976, -0.9999647, 2.4048401, 507.7349891, -1.1887137, -0.0163040, 12.5194110, 5.2059586
-18.9788434, -0.0385635, 4.9613631, 5.0386369, 0.0081141, -0.9999671, 2.2874713, 508.0577273, -1.1916815, -0.0133901, 12.6023006, 5.2047092
-18.6775804, -0.0361466, 4.9636819, 5.0363181, 0.0079213, -0.9999686, 2.1714111, 508.3801817, -1.1966180, -0.0120909, 12.7664064, 5.2022113
-18.3763513, -0.0337926, 4.9660008, 5.0339992, 0.0077108, -0.9999703, 2.0566546, 508.7021221, -1.2015424, -0.0124045, 12.9283521, 5.1997146
-18.0751558, -0.0315006, 4.9683197, 5.0316803, 0.0075077, -0.9999718, 1.9431940, 509.0236077, -1.2040094, -0.0122683, 13.0085401, 5.1984667
-17.7739934, -0.0292700, 4.9705337, 5.0294663, 0.0073054, -0.9999733, 1.8310215, 509.3446322, -1.2089158, -0.0122805, 13.1673945, 5.1959718
-17.4728638, -0.0271002, 4.9727043, 5.0272957, 0.0071057, -0.9999748, 1.7201295, 509.6652058, -1.2113687, -0.0122471, 13.2460790, 5.1947248
-17.1717667, -0.0249905, 4.9748750, 5.0251250, 0.0069080, -0.9999761, 1.6105101, 509.9853344, -1.2162587, -0.0122119, 13.4020064, 5.1922317
-16.8707016, -0.0229401, 4.9770456, 5.0229544, 0.0067126, -0.9999775, 1.5021556, 510.3050251, -1.2211355, -0.0121711, 13.5560668, 5.1897398
-16.5696682, -0.0209485, 4.9789513, 5.0210487, 0.0065193, -0.9999787, 1.3950584, 510.6242844, -1.2235675, -0.0121517, 13.6324168, 5.1884943
-16.2686661, -0.0190150, 4.9808477, 5.0191523, 0.0063282, -0.9999800, 1.2892108, 510.9431190, -1.2284200, -0.0121109, 13.7837938, 5.1860042
-15.9676949, -0.0171388, 4.9827440, 5.0172560, 0.0061393, -0.9999812, 1.1846051, 511.2615355, -1.2308402, -0.0120900, 13.8588353, 5.1847596
-15.6667543, -0.0153194, 4.9845996, 5.0154004, 0.0059526, -0.9999823, 1.0812337, 511.5795403, -1.2356671, -0.0120470, 14.0076590, 5.1822713
-15.3658438, -0.0135560, 4.9863143, 5.0136857, 0.0057681, -0.9999834, 0.9790888, 511.8971399, -1.2404774, -0.0120027, 14.1548478, 5.1797842
-15.0649632, -0.0118479, 4.9880290, 5.0119710, 0.0055857, -0.9999844, 0.8781630, 512.2143407, -1.2428754, -0.0119800, 14.2278450, 5.1785411
-14.7641120, -0.0101946, 4.9897437, 5.0102563, 0.0054056, -0.9999854, 0.7784486, 512.5311489, -1.2476581, -0.0119335, 14.3726753, 5.1760557
-14.4632898, -0.0085953, 4.9913433, 5.0086567, 0.0052277, -0.9999863, 0.6799381, 512.8475710, -1.2500424, -0.0119097, 14.4445201, 5.1748135
-14.1624964, -0.0070493, 4.9928257, 5.0071743, 0.0050519, -0.9999872, 0.5826238, 513.1636130, -1.2547962, -0.0118610, 14.5870971, 5.1723300
-13.8617312, -0.0055560, 4.9943082, 5.0056918, 0.0048784, -0.9999881, 0.4864982, 513.4792811, -1.2571662, -0.0118362, 14.6578401, 5.1710886
-13.5609940, -0.0041147, 4.9957906, 5.0042094, 0.0047070, -0.9999889, 0.3915537, 513.7945814, -1.2618900, -0.0117854, 14.7982613, 5.1686069
-13.2602843, -0.0027247, 4.9971600, 5.0028400, 0.0045378, -0.9999897, 0.2977829, 514.1095198, -1.2665940, -0.0117333, 14.9372960, 5.1661263
-12.9596018, -0.0013854, 4.9984925, 5.0015075, 0.0043709, -0.9999904, 0.2051782, 514.4241025, -1.2689378, -0.0117067, 15.0063056, 5.1648865
-12.6589462, -0.0000961, 4.9998250, 5.0001750, 0.0042061, -0.9999912, 0.1137321, 514.7383352, -1.2736096, -0.0116525, 15.1433321, 5.1624077
-12.3583169, 0.0011439, 5.0011536, 4.9988464, 0.0040436, -0.9999918, 0.0234372, 515.0522238, -1.2759374, -0.0116249, 15.2113580, 5.1611688
-12.0577137, 0.0023353, 5.0022795, 4.9977205, 0.0038832, -0.9999925, -0.0657141, 515.3657740, -1.2805758, -0.0115686, 15.3464569, 5.1586918
-11.7571363, 0.0034787, 5.0034055, 4.9965945, 0.0037251, -0.9999931, -0.1537291, 515.6789917, -1.2828868, -0.0115400, 15.4135382, 5.1574537
-11.4565841, 0.0045748, 5.0045314, 4.9954686, 0.0035692, -0.9999936, -0.2406153, 515.9918824, -1.2874907, -0.0114817, 15.5467847, 5.1549785
-11.1560568, 0.0056243, 5.0056097, 4.9943903, 0.0034155, -0.9999942, -0.3263802, 516.3044518, -1.2920718, -0.0114221, 15.6788357, 5.1525045
-10.8555542, 0.0066278, 5.0065642, 4.9934358, 0.0032639, -0.9999947, -0.4110312, 516.6167054, -1.2943529, -0.0113919, 15.7444223, 5.1512679
-10.5550757, 0.0075861, 5.0075188, 4.9924812, 0.0031146, -0.9999951, -0.4945756, 516.9286487, -1.2988974, -0.0113303, 15.8747359, 5.1487957
-10.2546210, 0.0084998, 5.0084733, 4.9915267, 0.0029675, -0.9999956, -0.5770208, 517.2402872, -1.3011602, -0.0112991, 15.9394699, 5.1475600
-9.9541898, 0.0093695, 5.0093552, 4.9906448, 0.0028227, -0.9999960, -0.6583743, 517.5516261, -1.3056670, -0.0112356, 16.0681095, 5.1450895
-9.6537816, 0.0101960, 5.0101745, 4.9898255, 0.0026800, -0.9999964, -0.7386433, 517.8626709, -1.3079110, -0.0112034, 16.1320216, 5.1438547
-9.3533961, 0.0109798, 5.0109938, 4.9890062, 0.0025395, -0.9999968, -0.8178353, 518.1734267, -1.3123789, -0.0111380, 16.2590467, 5.1413860
-9.0530330, 0.0117218, 5.0118131, 4.9881869, 0.0024013, -0.9999971, -0.8959575, 518.4838988, -1.3146034, -0.0111049, 16.3221658, 5.1401521
-8.7526918, 0.0124225, 5.0124643, 4.9875357, 0.0022653, -0.9999974, -0.9730172, 518.7940923, -1.3190316, -0.0110376, 16.4476324, 5.1376852
-8.4523721, 0.0130827, 5.0130741, 4.9869259, 0.0021315, -0.9999977, -1.0490219, 519.1040123, -1.3234331, -0.0109692, 16.5720896, 5.1352195
-8.1520736, 0.0137029, 5.0136838, 4.9863162, 0.0019999, -0.9999980, -1.1239788, 519.4136638, -1.3256233, -0.0109345, 16.6339468, 5.1339871
-7.8517960, 0.0142840, 5.0142872, 4.9857128, 0.0018705, -0.9999983, -1.1978951, 519.7230518, -1.3299831, -0.0108643, 16.7569320, 5.1315231
-7.5515388, 0.0148265, 5.0147800, 4.9852200, 0.0017434, -0.9999985, -1.2707782, 520.0321812, -1.3321523, -0.0108288, 16.8180653, 5.1302916
-7.2513017, 0.0153311, 5.0152729, 4.9847271, 0.0016184, -0.9999987, -1.3426353, 520.3410568, -1.3364693, -0.0107568, 16.9396266, 5.1278294
-6.9510842, 0.0157985, 5.0157657, 4.9842343, 0.0014957, -0.9999989, -1.4134736, 520.6496835, -1.3386170, -0.0107204, 17.0000596, 5.1265988
-6.6508861, 0.0162294, 5.0162177, 4.9837823, 0.0013753, -0.9999991, -1.4833005, 520.9580660, -1.3428902, -0.0106467, 17.1202424, 5.1241384
-6.3507070, 0.0166244, 5.0165775, 4.9834225, 0.0012570, -0.9999992, -1.5521231, 521.2662090, -1.3450159, -0.0106094, 17.1799970, 5.1229086
-6.0505464, 0.0169842, 5.0169373, 4.9830627, 0.0011410, -0.9999993, -1.6199486, 521.5741171, -1.3492444, -0.0105341, 17.2988445, 5.1204500
-5.7504040, 0.0173095, 5.0172971, 4.9827029, 0.0010272, -0.9999995, -1.6867842, 521.8817949, -1.3513475, -0.0104960, 17.3579418, 5.1192211
-5.4502794, 0.0176010, 5.0175915, 4.9824085, 0.0009156, -0.9999996, -1.7526372, 522.1892469, -1.3555302, -0.0104190, 17.4754948, 5.1167642
-5.1501723, 0.0178593, 5.0178358, 4.9821642, 0.0008062, -0.9999997, -1.8175148, 522.4964776, -1.3596823, -0.0103409, 17.5922064, 5.1143086
-4.8500822, 0.0180851, 5.0180801, 4.9819199, 0.0006991, -0.9999998, -1.8814240, 522.8034915, -1.3617463, -0.0103015, 17.6502519, 5.1130812
-4.5500088, 0.0182791, 5.0183244, 4.9816756, 0.0005942, -0.9999998, -1.9443721, 523.1102928, -1.3658511, -0.0102219, 17.7657326, 5.1106272
-4.2499518, 0.0184420, 5.0184667, 4.9815333, 0.0004915, -0.9999999, -2.0063662, 523.4168859, -1.3678913, -0.0101817, 17.8231717, 5.1094007
-3.9499107, 0.0185743, 5.0185857, 4.9814143, 0.0003911, -0.9999999, -2.0674135, 523.7232751, -1.3719478, -0.0101006, 17.9374571, 5.1069486
-3.6498852, 0.0186769, 5.0187046, 4.9812954, 0.0002929, -1.0000000, -2.1275211, 524.0294645, -1.3739637, -0.0100597, 17.9943072, 5.1057229
-3.3498749, 0.0187503, 5.0188162, 4.9811838, 0.0001969, -1.0000000, -2.1866961, 524.3354583, -1.3779710, -0.0099771, 18.1074312, 5.1032726
-3.0498794, 0.0187953, 5.0188241, 4.9811759, 0.0001032, -1.0000000, -2.2449456, 524.6412605, -1.3799622, -0.0099354, 18.1637088, 5.1020478
-2.7498984, 0.0188125, 5.0188320, 4.9811680, 0.0000117, -1.0000000, -2.3022768, 524.9468753, -1.3839195, -0.0098514, 18.2757040, 5.0995992
-2.4499314, 0.0188025, 5.0188399, 4.9811601, -0.0000776, -1.0000000, -2.3586966, 525.2523067, -1.3858855, -0.0098091, 18.3314249, 5.0983753
-2.1499782, 0.0187661, 5.0188153, 4.9811847, -0.0001646, -1.0000000, -2.4142124, 525.5575585, -1.3897919, -0.0097237, 18.4423219, 5.0959285
-1.8500383, 0.0187040, 5.0187224, 4.9812776, -0.0002494, -1.0000000, -2.4688310, 525.8626346, -1.3917324, -0.0096807, 18.4975013, 5.0947055
-1.5501113, 0.0186167, 5.0186295, 4.9813705, -0.0003320, -0.9999999, -2.5225595, 526.1675390, -1.3955871, -0.0095939, 18.6073296, 5.0922604
-1.2501969, 0.0185051, 5.0185366, 4.9814634, -0.0004123, -0.9999999, -2.5754051, 526.4722753, -1.3975016, -0.0095502, 18.6619818, 5.0910383
-0.9502947, 0.0183697, 5.0183920, 4.9816080, -0.0004904, -0.9999999, -2.6273747, 526.7768473, -1.4013039, -0.0094622, 18.7707697, 5.0885949
-0.6504044, 0.0182112, 5.0182091, 4.9817909, -0.0005663, -0.9999998, -2.6784755, 527.0812588, -1.4031920, -0.0094179, 18.8249084, 5.0873737
-0.3505255, 0.0180303, 5.0180263, 4.9819737, -0.0006399, -0.9999998, -2.7287144, 527.3855133, -1.4069410, -0.0093286, 18.9326827, 5.0849321
-0.0506576, 0.0178276, 5.0178435, 4.9821565, -0.0007113, -0.9999997, -2.7780985, 527.6896144, -1.4106545, -0.0092386, 19.0397957, 5.0824917
0.2491995, 0.0176039, 5.0175969, 4.9824031, -0.0007804, -0.9999997, -2.8266348, 527.9935657, -1.4124976, -0.0091932, 19.0931077, 5.0812719
0.5490462, 0.0173598, 5.0173377, 4.9826623, -0.0008473, -0.9999996, -2.8743302, 528.2973707, -1.4161566, -0.0091020, 19.1992495, 5.0788333
0.8488831, 0.0170960, 5.0170784, 4.9829216, -0.0009120, -0.9999996, -2.9211919, 528.6010327, -1.4179723, -0.0090561, 19.2520819, 5.0776144
1.1487103, 0.0168132, 5.0168140, 4.9831860, -0.0009744, -0.9999995, -2.9672268, 528.9045553, -1.4215763, -0.0089637, 19.3572764, 5.0751775
1.4485283, 0.0165120, 5.0164906, 4.9835094, -0.0010345, -0.9999995, -3.0124418, 529.2079417, -1.4233642, -0.0089172, 19.4096410, 5.0739595
1.7483375, 0.0161931, 5.0161672, 4.9838328, -0.0010925, -0.9999994, -3.0568440, 529.5111953, -1.4269124, -0.0088238, 19.5139113, 5.0715244
2.0481383, 0.0158571, 5.0158437, 4.9841563, -0.0011482, -0.9999993, -3.1004403, 529.8143192, -1.4286724, -0.0087768, 19.5658194, 5.0703072
2.3479309, 0.0155049, 5.0155012, 4.9844988, -0.0012016, -0.9999993, -3.1432377, 530.1173167, -1.4321642, -0.0086823, 19.6691875, 5.0678738
2.6477158, 0.0151369, 5.0151205, 4.9848795, -0.0012528, -0.9999992, -3.1852432, 530.4201910, -1.4338958, -0.0086348, 19.7206498, 5.0666576
2.9474934, 0.0147539, 5.0147398, 4.9852602, -0.0013018, -0.9999992, -3.2264637, 530.7229451, -1.4373305, -0.0085393, 19.8231369, 5.0642259
3.2472641, 0.0143566, 5.0143592, 4.9856408, -0.0013485, -0.9999991, -3.2669061, 531.0255822, -1.4390335, -0.0084913, 19.8741640, 5.0630106
3.5470281, 0.0139457, 5.0139598, 4.9860402, -0.0013930, -0.9999990, -3.3065774, 531.3281052, -1.4424107, -0.0083948, 19.9757904, 5.0605807
3.8467860, 0.0135217, 5.0135469, 4.9864531, -0.0014352, -0.9999990, -3.3454845, 531.6305172, -1.4440847, -0.0083463, 20.0263921, 5.0593662
4.1465380, 0.0130855, 5.0131341, 4.9868659, -0.0014752, -0.9999989, -3.3836343, 531.9328210, -1.4474037, -0.0082490, 20.1271776, 5.0569380
4.4462845, 0.0126375, 5.0127213, 4.9872787, -0.0015130, -0.9999989, -3.4210339, 532.2350195, -1.4490486, -0.0082000, 20.1773635, 5.0557244
4.7460260, 0.0121787, 5.0122408, 4.9877592, -0.0015485, -0.9999988, -3.4576899, 532.5371157, -1.4523089, -0.0081018, 20.2773267, 5.0532980
5.0457627, 0.0117095, 5.0117462, 4.9882538, -0.0015817, -0.9999987, -3.4936095, 532.8391122, -1.4539243, -0.0080524, 20.3271061, 5.0520853
5.3454951, 0.0112307, 5.0112516, 4.9887484, -0.0016127, -0.9999987, -3.5287994, 533.1410118, -1.4571253, -0.0079533, 20.4262653, 5.0496606
5.6452235, 0.0107429, 5.0107561, 4.9892439, -0.0016415, -0.9999987, -3.5632666, 533.4428173, -1.4587110, -0.0079036, 20.4756471, 5.0484487
5.9449483, 0.0102469, 5.0102500, 4.9897500, -0.0016680, -0.9999986, -3.5970180, 533.7445313, -1.4618524, -0.0078037, 20.5740197, 5.0460258
